Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2021-01-25,26,56,54,41,67,64,52,54,77,40,20,52,128
2021-01-24,8,63,51,18,93,61,54,72,76,73,23,65,15
2021-01-23,13,91,70,32,104,76,56,83,77,94,26,92,17
2021-01-22,26,67,68,39,70,75,60,83,84,69,24,73,7
2021-01-21,27,66,58,39,93,74,56,68,81,65,38,61,123
2021-01-20,27,59,52,39,111,68,57,62,74,35,34,48,112
2021-01-19,22,52,58,39,85,79,51,59,78,51,29,57,145
2021-01-18,24,60,60,42,63,87,54,72,61,58,22,67,170
2021-01-17,13,59,54,21,126,86,58,75,82,60,21,55,5
2021-01-16,17,63,68,19,74,100,63,74,92,78,24,71,10
2021-01-15,29,64,71,41,96,101,59,86,76,62,18,67,10
2021-01-14,28,59,58,39,74,78,57,67,67,58,31,56,150
2021-01-13,26,70,61,35,122,75,51,67,73,59,27,65,147
2021-01-12,27,57,58,51,126,91,52,68,77,58,25,59,123
2021-01-11,25,58,57,42,78,67,55,63,73,52,27,66,155
2021-01-10,13,51,50,29,78,62,54,68,80,85,21,67,13
2021-01-09,20,78,67,30,122,71,65,99,109,106,26,95,2
2021-01-08,26,70,68,33,144,70,58,87,88,53,27,70,3
2021-01-07,26,62,55,39,81,70,60,65,82,55,30,62,158
2021-01-06,24,59,57,37,104,69,60,77,73,61,22,68,137
2021-01-05,28,60,54,40,159,66,55,72,85,63,24,66,127
2021-01-04,26,59,53,46,78,64,62,74,83,41,23,64,140
2021-01-03,20,64,50,27,111,57,52,74,84,74,17,67,5
2021-01-02,19,61,61,24,100,61,54,75,97,95,23,88,13
2021-01-01,13,55,34,18,70,55,39,60,79,41,15,40,8
2020-12-31,18,68,71,29,141,70,71,72,96,76,24,68,155
2020-12-30,23,79,62,37,104,66,56,88,86,87,25,74,170
2020-12-29,22,91,62,38,122,67,61,69,86,53,23,70,163
2020-12-28,27,56,56,24,96,63,67,74,86,75,23,74,162
2020-12-27,14,63,51,20,93,56,48,76,93,77,20,70,10
2020-12-26,17,48,64,31,96,63,69,83,88,111,23,92,5
2020-12-25,9,59,39,7,41,45,64,49,72,6,15,17,5
2020-12-24,23,81,69,13,193,81,98,77,95,167,27,121,173
2020-12-23,32,90,77,27,130,75,65,96,92,181,33,141,157
2020-12-22,30,81,75,37,141,74,67,89,88,174,35,128,165
2020-12-21,22,61,59,29,100,60,65,72,84,172,26,120,150
2020-12-20,13,66,58,20,89,61,60,79,102,155,22,118,13
2020-12-19,21,78,69,26,126,73,72,91,102,160,30,125,7
2020-12-18,24,88,62,24,85,65,60,88,85,130,27,108,3
2020-12-17,26,52,55,33,78,62,53,66,83,90,24,79,115
2020-12-16,24,47,51,29,78,61,55,66,83,122,19,88,110
2020-12-15,22,57,51,24,67,51,47,57,76,89,20,74,113
2020-12-14,18,38,44,23,96,51,47,66,60,72,21,65,123
2020-12-13,8,62,42,12,59,57,49,64,78,128,21,88,5
2020-12-12,12,70,60,25,70,61,50,67,84,94,23,89,8
2020-12-11,22,52,50,27,70,60,54,67,83,90,23,77,3
2020-12-10,25,61,50,13,63,63,48,62,69,55,23,67,97
2020-12-09,26,46,55,44,122,63,55,71,84,93,25,81,122
2020-12-08,27,55,55,35,78,65,46,64,89,81,22,75,118
2020-12-07,29,55,58,33,107,66,56,67,71,81,25,74,155
2020-12-06,12,67,49,23,111,62,54,73,88,96,23,82,10
2020-12-05,16,89,68,16,107,77,61,92,107,128,27,102,8
2020-12-04,32,63,63,28,89,74,63,87,100,91,25,90,7
2020-12-03,28,56,61,25,130,72,64,75,91,69,27,70,140
2020-12-02,28,50,56,39,115,56,60,73,90,76,32,75,113
2020-12-01,31,61,63,37,107,63,61,66,88,62,29,65,140
2020-11-30,26,51,55,38,85,59,53,72,84,61,25,62,140
2020-11-29,14,50,50,25,74,54,55,70,96,95,18,77,5
2020-11-28,20,66,67,21,89,60,53,74,99,92,22,85,3
2020-11-27,23,50,53,24,93,62,55,74,103,115,30,101,2
2020-11-26,14,50,46,28,137,46,55,47,81,5,12,21,110
2020-11-25,24,53,57,26,122,66,55,70,110,80,16,73,108
2020-11-24,20,68,60,33,156,62,57,78,99,62,25,63,128
2020-11-23,24,48,55,32,85,60,56,64,98,60,22,66,127
2020-11-22,15,60,54,19,100,59,58,79,99,95,21,72,5
2020-11-21,16,73,63,24,96,68,68,79,111,97,26,82,12
2020-11-20,24,73,70,22,111,69,67,89,101,59,30,75,13
2020-11-19,22,61,60,34,107,68,62,78,93,68,22,65,142
2020-11-18,23,62,53,31,89,57,61,74,107,56,22,59,143
2020-11-17,20,59,55,39,100,59,57,68,79,53,20,57,142
2020-11-16,19,60,50,34,122,59,56,64,87,62,18,60,140
2020-11-15,9,48,53,22,78,55,56,68,103,85,16,67,13
2020-11-14,13,80,60,22,67,71,64,84,105,99,21,89,8
2020-11-13,28,75,74,37,104,68,76,75,112,71,30,77,10
2020-11-12,26,53,54,38,93,61,57,73,80,66,27,62,145
2020-11-11,23,45,51,40,93,60,53,69,103,71,23,75,100
2020-11-10,21,48,57,39,133,61,60,67,100,49,21,52,122
2020-11-09,21,64,53,46,89,61,60,68,77,51,25,57,133
2020-11-08,13,81,60,22,85,55,59,81,93,75,22,73,5
2020-11-07,13,93,71,29,96,68,68,84,113,90,28,84,23
2020-11-06,27,71,76,42,89,76,66,86,112,74,30,81,7
2020-11-05,29,47,62,29,119,59,60,75,92,60,21,56,105
2020-11-04,27,51,66,42,85,59,61,72,97,55,26,61,132
2020-11-03,30,66,64,41,159,69,75,81,100,65,28,71,135
2020-11-02,36,64,60,41,130,60,60,74,87,49,21,60,125
2020-11-01,15,70,61,37,152,60,65,82,107,74,23,81,12
2020-10-31,22,81,79,31,81,77,84,93,127,73,31,93,3
2020-10-30,32,98,73,29,119,66,64,88,113,82,26,96,7
2020-10-29,27,81,75,31,63,66,66,84,105,62,30,68,177
2020-10-28,27,68,66,38,93,59,59,72,105,64,21,76,132
2020-10-27,21,64,67,33,111,59,57,68,94,68,23,70,133
2020-10-26,26,47,58,30,93,56,49,72,95,70,17,62,143
2020-10-25,14,77,63,14,93,57,62,78,112,95,20,76,5
2020-10-24,18,107,86,20,144,71,73,92,145,118,31,107,3
2020-10-23,28,69,80,29,74,62,70,86,108,68,24,82,8
2020-10-22,25,75,68,32,59,67,58,81,105,65,26,65,100
2020-10-21,22,64,60,37,126,61,56,75,99,59,22,69,108
2020-10-20,19,71,59,44,85,62,58,69,81,57,22,61,128
2020-10-19,25,71,58,26,70,60,61,61,82,47,25,58,128
2020-10-18,12,83,55,23,111,61,65,87,89,92,20,78,10
2020-10-17,17,90,77,27,122,77,74,96,119,117,25,102,13
2020-10-16,30,92,77,35,89,71,65,89,105,78,22,85,3
2020-10-15,27,79,60,25,89,62,60,79,88,78,23,73,128
2020-10-14,28,75,59,29,89,65,60,77,98,66,19,71,140
2020-10-13,24,49,54,35,56,63,54,73,90,61,22,64,133
2020-10-12,19,61,58,43,81,64,54,70,89,68,20,76,145
2020-10-11,16,97,59,18,85,64,55,70,91,87,20,88,7
2020-10-10,20,95,86,24,104,82,64,93,114,102,26,106,3
2020-10-09,28,80,80,26,59,74,64,92,116,91,25,89,13
2020-10-08,24,79,73,41,89,71,57,72,99,70,24,65,137
2020-10-07,25,61,73,35,93,72,62,78,102,65,31,75,148
2020-10-06,28,58,60,42,78,60,63,72,91,58,25,68,120
2020-10-05,28,60,69,30,70,64,57,82,84,69,22,71,130
2020-10-04,14,66,64,23,126,65,60,79,93,106,18,94,3
2020-10-03,20,79,84,16,85,75,63,93,125,118,27,114,8
2020-10-02,26,95,78,26,81,69,69,94,116,122,23,108,10
2020-10-01,30,74,73,24,74,65,59,81,94,68,29,70,155
2020-09-30,28,79,84,31,70,78,59,88,113,57,31,61,157
2020-09-29,28,67,67,37,85,65,61,79,114,71,21,65,132
2020-09-28,21,73,59,16,74,62,56,69,86,66,19,61,142
2020-09-27,13,70,67,20,96,63,51,82,113,78,27,69,5
2020-09-26,18,82,73,26,67,78,64,91,110,98,22,87,7
2020-09-25,26,82,84,21,67,79,62,96,114,74,28,76,12
2020-09-24,26,68,71,31,81,63,48,78,95,62,27,63,133
2020-09-23,32,60,65,33,81,65,53,77,105,53,26,59,130
2020-09-22,30,61,60,33,96,67,58,75,89,62,24,62,113
2020-09-21,26,50,59,25,56,56,53,68,79,53,20,58,142
2020-09-20,18,69,60,25,93,60,46,73,93,91,19,69,13
2020-09-19,24,79,72,22,63,81,55,88,118,115,27,93,12
2020-09-18,31,90,73,27,44,69,65,84,103,84,26,77,13
2020-09-17,26,52,62,26,96,69,49,72,92,65,27,63,147
2020-09-16,28,60,69,41,81,72,66,75,83,51,23,63,147
2020-09-15,25,45,66,29,93,67,63,72,84,58,21,60,138
2020-09-14,29,58,57,24,137,61,55,68,83,72,24,68,147
2020-09-13,15,68,64,21,100,76,60,83,95,73,18,66,0
2020-09-12,17,90,84,24,104,70,62,85,112,123,23,105,8
2020-09-11,26,66,81,29,74,71,70,99,101,76,27,77,3
2020-09-10,26,67,66,34,63,63,57,81,88,68,31,72,138
2020-09-09,30,61,67,33,89,60,56,73,94,82,29,76,128
2020-09-08,26,62,66,29,93,62,52,82,97,57,27,69,160
2020-09-07,18,70,60,24,93,69,57,73,103,76,19,68,113
2020-09-06,15,79,65,12,93,74,58,80,99,64,17,63,12
2020-09-05,18,94,88,20,89,82,78,96,117,101,22,88,13
2020-09-04,27,105,80,30,119,91,76,104,127,76,29,89,3
2020-09-03,28,81,80,24,74,75,60,100,123,85,32,78,142
2020-09-02,27,69,70,44,122,76,70,88,112,76,33,78,130
2020-09-01,28,61,67,37,119,61,52,85,110,74,23,79,128
2020-08-31,25,72,66,27,85,61,59,77,83,41,24,68,125
2020-08-30,14,66,65,14,119,62,56,71,81,78,19,69,15
2020-08-29,13,94,74,20,81,71,64,87,101,86,20,80,10
2020-08-28,26,82,66,25,85,59,52,85,102,60,30,69,3
2020-08-27,32,71,75,44,119,69,61,88,109,64,32,73,192
2020-08-26,26,78,72,41,81,62,59,88,97,65,29,69,127
2020-08-25,26,60,64,30,111,64,61,91,102,62,25,66,133
2020-08-24,22,64,64,26,81,63,65,79,103,63,28,67,153
2020-08-23,15,57,63,18,78,63,53,79,89,72,17,58,8
2020-08-22,18,99,86,17,56,80,66,82,109,107,24,88,12
2020-08-21,25,91,81,36,104,75,69,102,119,65,25,82,15
2020-08-20,28,64,69,31,81,83,69,84,107,71,27,79,125
2020-08-19,24,74,67,34,115,75,60,85,106,72,34,73,132
2020-08-18,21,65,70,35,130,75,66,80,102,70,25,73,147
2020-08-17,29,82,71,33,100,75,63,85,110,65,31,78,122
2020-08-16,18,69,65,23,119,67,56,86,105,66,25,68,10
2020-08-15,18,93,85,25,119,77,65,101,120,105,28,89,5
2020-08-14,24,103,76,30,100,75,67,103,127,64,27,81,8
2020-08-13,29,80,65,24,122,73,64,86,127,70,23,69,143
2020-08-12,26,70,73,33,85,77,70,98,128,64,23,73,135
2020-08-11,27,69,70,39,163,67,62,86,121,73,29,73,143
2020-08-10,18,49,58,27,115,68,51,82,123,39,25,58,130
2020-08-09,18,78,74,10,119,65,63,88,118,84,19,72,10
2020-08-08,22,86,88,18,107,80,66,88,130,102,23,85,12
2020-08-07,34,92,87,37,148,83,66,104,136,75,23,81,8
2020-08-06,28,69,78,24,78,77,55,89,121,69,24,75,133
2020-08-05,26,64,78,34,85,77,55,93,117,71,21,74,152
2020-08-04,23,68,72,34,122,72,54,82,109,64,22,67,142
2020-08-03,30,62,71,33,100,76,64,89,120,55,20,71,162
2020-08-02,17,78,70,23,104,65,58,97,108,99,17,80,8
2020-08-01,18,85,88,20,96,74,59,94,118,78,22,78,10
2020-07-31,32,86,76,33,96,86,63,103,126,91,26,88,13
2020-07-30,34,79,83,42,93,74,62,86,129,91,19,82,167
2020-07-29,28,82,82,44,104,85,63,86,127,82,24,79,133
2020-07-28,26,67,77,29,156,72,55,85,108,64,21,73,140
2020-07-27,27,67,63,48,85,78,56,86,112,61,21,67,140
2020-07-26,10,61,57,19,93,64,51,79,108,78,11,55,5
2020-07-25,18,76,96,25,81,83,76,105,145,116,21,101,10
2020-07-24,22,74,66,22,70,65,59,83,105,56,20,73,7
2020-07-23,28,69,78,43,56,74,52,98,124,75,22,77,128
2020-07-22,25,65,74,31,107,77,68,86,123,74,21,81,147
2020-07-21,29,78,69,33,122,79,63,87,118,80,22,75,137
2020-07-20,26,52,61,37,85,71,57,77,112,64,17,66,125
2020-07-19,16,70,62,10,56,70,55,84,108,72,15,62,5
2020-07-18,16,81,83,20,122,85,76,88,130,101,17,84,3
2020-07-17,29,75,77,39,78,78,58,85,129,75,21,77,18
2020-07-16,32,77,77,27,119,85,66,93,127,91,18,83,177
2020-07-15,28,74,73,42,104,70,56,95,115,79,26,83,172
2020-07-14,34,76,76,30,89,70,63,95,108,68,23,86,152
2020-07-13,29,60,78,48,85,71,60,78,112,55,19,70,168
2020-07-12,16,63,73,14,130,71,63,95,117,101,13,73,7
2020-07-11,17,98,86,24,89,86,73,102,137,102,22,86,12
2020-07-10,28,101,82,33,96,78,61,101,118,94,20,93,13
2020-07-09,26,73,70,45,111,64,59,92,110,64,23,74,130
2020-07-08,29,81,79,25,74,73,64,85,130,69,22,78,143
2020-07-07,26,49,61,26,78,61,50,83,104,49,22,67,127
2020-07-06,27,69,74,35,111,73,60,88,119,67,21,74,107
2020-07-05,16,71,71,16,111,68,64,97,119,76,14,63,12
2020-07-04,13,53,64,17,107,64,64,75,88,57,15,56,3
2020-07-03,21,92,85,39,111,79,76,106,138,111,18,101,7
2020-07-02,28,81,79,30,85,78,63,108,125,97,22,96,155
2020-07-01,28,71,75,25,100,72,57,90,117,62,18,74,143
2020-06-30,28,62,72,25,85,71,59,83,109,74,21,75,137
2020-06-29,27,64,82,19,93,68,58,94,114,74,26,79,163
2020-06-28,18,73,75,17,104,69,53,94,122,70,22,61,3
2020-06-27,19,87,87,18,111,74,74,110,125,108,27,88,5
2020-06-26,23,93,83,26,100,68,49,100,111,76,22,70,3
2020-06-25,28,64,88,12,104,65,60,85,123,82,26,78,118
2020-06-24,23,60,67,13,74,56,47,71,90,48,25,62,118
2020-06-23,24,55,78,3,81,72,69,80,105,63,22,69,138
2020-06-22,22,70,72,8,115,65,66,88,109,64,34,65,102
2020-06-21,14,71,75,14,89,77,68,92,132,66,23,64,3
2020-06-20,18,95,88,7,144,79,82,102,127,99,28,89,3
2020-06-19,29,76,85,7,81,79,59,97,126,79,31,82,2
2020-06-18,28,86,75,8,44,78,60,96,122,76,29,81,122
2020-06-17,22,77,73,12,74,77,62,88,127,76,27,73,127
2020-06-16,25,72,84,6,119,76,63,93,120,75,25,73,180
2020-06-15,26,85,80,8,70,72,67,97,120,64,26,70,115
2020-06-14,14,66,70,7,111,62,63,95,97,48,20,53,5
2020-06-13,20,79,85,4,107,75,64,96,131,54,31,72,5
2020-06-12,23,93,94,7,122,82,68,108,124,41,33,72,10
2020-06-11,25,73,83,5,96,77,64,97,104,37,33,72,163
2020-06-10,22,71,69,10,107,64,52,94,105,38,32,60,128
2020-06-09,20,59,67,8,93,54,55,83,103,24,24,54,100
2020-06-08,20,77,69,5,93,71,62,90,102,43,25,65,178
2020-06-07,12,58,57,10,126,56,39,74,103,28,16,40,7
2020-06-06,16,93,87,7,104,72,50,106,127,18,26,48,5
2020-06-05,26,83,89,8,119,74,53,93,127,10,28,46,10
2020-06-04,23,59,58,5,107,54,38,79,102,5,23,39,92
2020-06-03,16,58,63,4,133,56,40,72,104,7,18,36,103
2020-06-02,14,59,59,3,130,43,33,68,101,4,18,30,148
2020-06-01,11,87,78,5,156,54,45,84,110,7,25,36,148
2020-05-31,8,83,66,12,104,59,40,65,105,5,21,27,13
2020-05-30,17,67,80,4,107,72,78,110,125,15,20,43,5
2020-05-29,23,87,79,5,52,72,70,104,120,9,27,43,3
2020-05-28,25,57,68,7,100,55,61,86,110,7,26,42,147
2020-05-27,24,53,68,3,85,62,63,87,118,6,27,38,162
2020-05-26,22,63,79,5,119,68,80,84,109,9,28,44,137
2020-05-25,11,54,68,7,78,63,75,87,97,9,20,25,132
2020-05-24,11,67,73,5,119,68,78,88,108,8,26,27,8
2020-05-23,16,74,81,1,74,69,75,103,147,12,28,36,5
2020-05-22,24,65,76,7,122,73,83,107,127,12,33,44,3
2020-05-21,21,61,71,0,111,63,71,84,100,16,33,45,118
2020-05-20,18,64,72,0,85,69,73,85,108,7,29,39,153
2020-05-19,23,64,65,4,63,59,70,81,95,7,31,38,142
2020-05-18,21,56,71,5,115,65,78,91,125,9,25,42,138
2020-05-17,11,55,58,7,74,45,55,72,93,7,14,20,5
2020-05-16,19,68,89,2,85,87,83,99,138,8,18,33,2
2020-05-15,27,67,76,5,137,66,81,104,117,9,30,36,8
2020-05-14,24,57,66,5,89,51,65,75,93,5,23,26,97
2020-05-13,24,46,69,4,130,59,66,82,87,3,27,30,140
2020-05-12,22,42,51,5,107,44,50,68,82,3,22,27,87
2020-05-11,20,45,54,2,89,53,64,67,79,7,23,27,127
2020-05-10,8,69,60,9,67,48,96,82,93,3,19,20,8
2020-05-09,16,61,68,11,119,59,91,96,123,3,27,35,3
2020-05-08,21,59,76,7,89,61,81,92,111,6,33,41,5
2020-05-07,23,39,56,5,89,48,55,76,87,7,28,28,98
2020-05-06,23,64,61,1,104,53,66,83,94,8,35,30,108
2020-05-05,21,52,58,7,104,46,60,79,76,3,27,29,108
2020-05-04,29,54,55,5,104,52,58,75,86,4,23,32,120
2020-05-03,11,46,47,8,144,50,54,78,77,10,21,24,7
2020-05-02,17,53,65,3,115,53,66,91,95,4,25,33,7
2020-05-01,28,68,77,3,104,60,82,95,97,4,32,35,5
2020-04-30,29,49,54,4,93,42,62,78,82,4,25,28,117
2020-04-29,27,42,53,1,74,38,63,75,71,1,22,32,107
2020-04-28,27,50,54,4,107,52,66,84,78,6,27,36,137
2020-04-27,23,61,59,9,115,52,61,76,84,7,26,33,135
2020-04-26,10,60,60,7,115,53,76,89,86,3,20,24,2
2020-04-25,17,56,70,1,122,49,88,89,98,7,25,28,7
2020-04-24,28,58,70,10,96,56,74,93,105,7,24,35,10
2020-04-23,22,49,54,5,104,56,56,76,82,5,22,34,92
2020-04-22,26,49,63,4,104,53,73,83,94,9,24,31,103
2020-04-21,23,52,59,8,93,48,65,75,77,9,27,35,138
2020-04-20,22,42,62,8,78,57,66,76,79,3,25,35,133
2020-04-19,14,47,51,12,126,49,68,76,69,5,22,25,3
2020-04-18,17,56,76,6,130,54,78,86,89,11,27,34,8
2020-04-17,28,69,65,3,37,53,73,78,81,5,24,36,5
2020-04-16,25,67,56,10,104,49,68,69,84,4,25,35,128
2020-04-15,24,47,56,8,93,46,65,69,75,3,26,32,127
2020-04-14,25,42,52,5,100,49,65,62,71,6,26,32,107
2020-04-13,23,37,50,8,67,48,63,61,66,9,20,35,118
2020-04-12,12,52,50,5,107,43,77,60,75,1,24,18,3
2020-04-11,15,60,66,6,133,51,75,77,88,5,23,30,3
2020-04-10,26,51,59,4,104,54,71,77,94,7,25,30,8
2020-04-09,30,50,53,5,137,49,62,71,78,10,29,34,132
2020-04-08,27,43,56,3,89,50,63,67,74,5,25,35,143
2020-04-07,29,54,51,10,85,50,67,58,78,11,25,36,135
2020-04-06,22,44,57,8,126,49,69,62,72,7,24,36,130
2020-04-05,14,55,53,4,104,43,70,65,87,9,21,21,3
2020-04-04,16,38,62,12,137,49,74,72,75,6,22,27,3
2020-04-03,29,57,72,4,122,55,72,78,97,8,35,42,5
2020-04-02,28,44,59,1,81,50,67,73,83,4,23,34,122
2020-04-01,28,59,60,7,85,54,72,68,72,4,26,38,105
2020-03-31,26,39,58,8,107,57,71,61,65,5,22,31,142
2020-03-30,26,40,58,4,107,50,75,62,71,3,26,36,143
2020-03-29,17,50,40,5,130,38,57,57,58,2,17,18,5
2020-03-28,17,57,61,7,104,49,63,70,66,9,22,32,5
2020-03-27,22,66,56,4,126,55,81,65,78,3,25,37,5
2020-03-26,25,45,61,7,96,54,68,69,64,5,25,36,102
2020-03-25,34,65,63,3,74,56,74,73,89,7,35,34,102
2020-03-24,29,52,55,7,122,52,78,63,67,7,27,34,103
2020-03-23,29,50,56,3,85,60,69,56,62,9,28,39,88
2020-03-22,11,43,43,1,78,46,79,47,54,5,18,20,5
2020-03-21,19,38,55,3,144,36,66,56,66,3,29,31,8
2020-03-20,34,29,64,3,122,54,98,67,72,22,39,50,10
2020-03-19,43,50,71,8,267,56,84,67,73,42,40,64,112
2020-03-18,45,60,73,10,156,65,91,72,80,43,45,60,163
2020-03-17,50,60,74,8,141,78,103,78,90,55,49,69,147
2020-03-16,63,93,89,44,237,94,118,87,95,46,66,72,185
2020-03-15,27,93,88,55,233,80,103,98,98,119,47,86,3
2020-03-14,42,100,103,50,241,85,132,110,108,130,61,102,15
2020-03-13,102,118,117,72,219,103,135,111,116,91,87,102,7
2020-03-12,120,98,104,76,178,102,126,105,100,79,146,94,218
2020-03-11,120,88,96,107,211,104,98,114,95,76,151,91,210
2020-03-10,118,95,101,99,100,98,93,91,99,95,143,94,185
2020-03-09,133,83,98,120,126,96,102,99,100,92,163,99,220
2020-03-08,53,88,100,54,122,95,95,109,120,173,63,128,5
2020-03-07,68,154,117,73,111,90,110,129,121,184,85,151,10
2020-03-06,130,144,120,81,119,103,104,131,113,122,91,121,15
2020-03-05,142,113,105,119,122,99,103,103,101,93,152,98,197
2020-03-04,140,105,107,130,130,105,109,107,107,97,139,105,198
2020-03-03,144,105,115,119,148,99,104,108,98,93,168,107,210
2020-03-02,136,97,98,118,137,94,106,111,97,94,133,113,170
2020-03-01,55,108,97,68,144,96,95,121,100,184,62,136,5
2020-02-29,66,116,121,66,89,93,108,124,119,200,87,157,8
2020-02-28,125,137,136,108,85,114,108,131,118,120,90,133,13
2020-02-27,142,121,107,112,100,96,111,100,105,101,146,107,195
2020-02-26,134,94,114,107,100,89,96,103,89,67,128,87,182
2020-02-25,136,106,97,117,85,88,97,98,95,69,150,91,203
2020-02-24,136,107,104,133,107,93,113,105,98,88,144,104,230
2020-02-23,51,122,103,63,122,81,96,104,113,144,47,107,8
2020-02-22,47,108,115,65,100,81,89,121,117,160,87,145,17
2020-02-21,115,125,115,100,115,98,108,113,115,86,86,106,12
2020-02-20,125,107,97,115,104,87,96,99,94,70,152,88,190
2020-02-19,141,105,101,107,119,93,107,100,94,79,131,96,178
2020-02-18,120,94,95,112,93,87,104,87,84,79,142,91,128
2020-02-17,89,88,91,107,104,73,100,94,81,107,60,110,168
2020-02-16,50,114,86,58,119,70,93,102,96,144,50,116,5
2020-02-15,51,122,103,63,133,76,113,96,102,146,79,123,5
2020-02-14,112,150,122,80,85,98,139,108,112,97,91,118,5
2020-02-13,125,115,104,71,93,90,126,90,83,93,147,98,157
2020-02-12,121,105,95,124,104,94,99,88,103,76,153,99,163
2020-02-11,134,92,105,122,104,83,108,84,85,88,156,98,170
2020-02-10,122,70,91,137,148,86,99,81,88,77,124,94,177
2020-02-09,51,94,81,64,133,60,87,88,93,97,41,82,5
2020-02-08,57,112,109,75,115,82,110,103,108,160,73,124,18
2020-02-07,137,113,122,109,85,96,115,114,114,112,75,111,10
2020-02-06,129,99,97,97,67,89,85,88,97,70,140,81,188
2020-02-05,117,129,104,116,122,95,101,85,94,78,136,82,170
2020-02-04,108,74,106,118,89,88,103,88,97,91,147,81,173
2020-02-03,122,83,109,133,85,89,108,86,104,80,131,93,195
2020-02-02,48,112,100,59,156,75,89,96,108,127,56,103,3
2020-02-01,57,99,115,75,141,83,115,115,123,150,80,129,3
2020-01-31,110,123,116,105,59,86,110,113,117,92,95,99,2
2020-01-30,138,110,106,140,111,92,95,103,107,84,138,86,182
2020-01-29,135,106,100,129,126,83,90,96,95,93,148,85,180
2020-01-28,123,93,101,141,119,84,100,86,95,99,162,91,180
2020-01-27,130,107,99,136,96,84,106,93,95,77,148,93,222
2020-01-26,50,84,74,62,96,59,72,84,85,102,44,84,8
2020-01-25,51,89,96,71,78,67,86,96,119,128,73,104,10
2020-01-24,109,89,104,98,85,89,113,106,104,84,79,105,7
2020-01-23,112,75,81,98,96,71,71,79,92,70,125,87,115
2020-01-22,122,97,87,124,115,121,99,93,87,63,140,78,180
2020-01-21,130,88,97,139,115,201,102,100,82,83,143,96,147
2020-01-20,73,80,82,142,130,125,87,85,79,78,41,87,123
2020-01-19,44,83,85,62,104,86,80,88,81,91,44,84,8
