Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
Timestamp Date,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index
2020-02-02,49,77,74,68,106,103,85,97,59,77,53,68,14
2020-02-01,72,120,97,81,110,180,110,132,92,132,72,103,73
2020-01-31,119,97,108,102,106,138,117,100,116,142,92,67,124
2020-01-30,130,84,90,97,80,78,99,83,116,23,89,58,122
2020-01-29,135,71,82,97,82,54,98,79,99,97,91,59,123
2020-01-28,128,78,79,92,97,59,96,89,120,113,92,56,124
2020-01-27,131,71,74,90,78,43,93,85,113,103,85,46,100
2020-01-26,49,77,63,61,88,97,69,104,53,68,52,62,14
2020-01-25,66,108,93,74,112,184,106,123,82,119,72,99,70
2020-01-24,112,90,93,96,95,125,115,88,104,187,94,60,123
2020-01-23,108,61,81,81,81,70,81,79,102,16,83,41,105
2020-01-22,102,79,80,91,79,55,88,85,95,110,88,50,112
2020-01-21,120,73,79,104,84,75,79,86,106,106,89,50,121
2020-01-20,66,61,65,69,86,40,66,71,74,94,61,43,63
2020-01-19,40,83,70,58,91,123,73,93,60,90,55,74,12
2020-01-18,60,114,105,83,118,182,115,117,86,123,77,114,74
2020-01-17,117,99,94,96,125,123,103,91,114,139,98,58,129
2020-01-16,119,91,93,100,95,102,93,102,113,16,99,58,128
2020-01-15,129,95,98,104,103,79,107,97,129,129,99,63,129
2020-01-14,112,72,87,87,92,58,80,77,105,132,91,48,111
2020-01-13,117,81,79,100,102,49,89,73,110,129,90,50,103
2020-01-12,37,67,59,63,90,88,66,83,46,84,49,58,11
2020-01-11,48,93,83,79,95,144,85,95,73,135,67,80,58
2020-01-10,124,100,97,114,124,125,120,92,123,194,99,65,124
2020-01-09,120,85,97,111,115,78,97,106,119,6,98,86,126
2020-01-08,117,78,99,98,92,62,111,80,111,132,90,121,113
2020-01-07,118,68,95,96,88,62,72,70,109,94,86,129,105
2020-01-06,121,66,90,106,97,45,97,82,116,126,89,143,105
2020-01-05,43,82,69,72,93,106,74,100,61,52,55,144,13
2020-01-04,60,99,86,92,129,139,110,126,93,158,74,199,69
2020-01-03,120,108,108,123,120,100,124,115,121,206,95,206,130
2020-01-02,107,85,92,106,107,71,104,115,104,10,92,189,120
2020-01-01,50,97,78,85,115,67,111,135,67,103,71,179,76
2019-12-31,85,97,92,118,146,92,132,130,102,181,91,211,111
2019-12-30,80,84,70,102,120,60,111,105,105,184,85,184,89
