Category,Bars,Beauty & Wellness,Fitness Centers,Grocery,Mass Merch,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-12-29,58,64,58,74,44,45,62,57,75,33,0,24,116
2020-12-28,65,59,58,79,56,50,71,61,74,75,57,25,111
2020-12-27,56,44,49,64,38,34,54,45,61,92,14,23,79
2020-12-26,48,56,48,70,59,37,66,51,71,100,29,24,84
2020-12-25,41,37,26,10,4,25,37,19,20,8,0,9,56
2020-12-24,48,65,56,102,69,34,82,52,71,75,29,27,123
2020-12-23,51,85,78,117,89,49,88,74,93,150,71,31,161
2020-12-22,60,73,70,86,72,50,78,72,78,225,29,28,107
2020-12-21,73,61,55,83,68,45,67,61,72,100,86,25,92
2020-12-20,58,47,56,85,56,34,62,53,71,58,14,25,92
2020-12-19,48,62,69,86,63,36,69,69,86,125,43,28,116
2020-12-18,48,63,67,84,53,37,69,61,86,92,29,27,113
2020-12-17,52,55,60,72,51,38,55,58,65,50,14,24,87
2020-12-16,37,49,55,67,46,40,54,53,66,83,0,21,102
2020-12-15,46,47,48,64,41,36,58,50,57,42,14,20,93
2020-12-14,46,46,54,56,54,41,55,48,62,42,14,19,75
2020-12-13,47,39,44,74,50,28,48,50,65,33,29,20,64
2020-12-12,57,54,57,82,59,33,54,57,81,92,0,25,95
2020-12-11,51,54,58,68,40,36,54,55,69,33,43,23,92
2020-12-10,48,49,54,70,38,50,45,50,73,67,29,23,87
2020-12-09,53,51,56,77,41,51,59,56,71,33,57,24,103
2020-12-08,52,53,53,74,52,46,58,50,62,83,43,25,84
2020-12-07,56,52,60,76,46,46,59,57,62,58,14,23,84
2020-12-06,53,41,50,86,51,37,56,58,71,83,71,25,77
2020-12-05,62,62,68,106,69,49,71,72,77,75,29,33,108
2020-12-04,61,64,57,79,54,54,70,57,76,58,14,26,87
2020-12-03,48,57,52,67,41,46,58,58,72,100,29,25,87
2020-12-02,47,59,56,69,52,46,58,53,73,50,29,24,120
2020-12-01,56,58,55,69,48,43,61,49,74,100,0,22,93
2020-11-30,52,52,51,79,44,37,58,56,73,83,29,26,107
2020-11-29,38,36,40,70,45,33,49,47,60,58,86,21,80
2020-11-28,49,53,65,82,63,38,63,52,82,75,43,26,93
2020-11-27,46,52,50,66,63,43,58,52,63,133,57,21,92
2020-11-26,38,34,32,74,9,36,52,27,43,25,14,19,41
2020-11-25,44,54,55,135,66,39,67,61,79,83,29,30,90
2020-11-24,55,56,59,89,51,39,61,60,76,58,14,27,92
2020-11-23,46,53,62,81,51,39,61,54,63,83,71,23,92
2020-11-22,40,38,49,91,43,31,55,47,56,83,0,24,87
2020-11-21,58,60,65,101,56,42,69,58,80,17,14,30,85
2020-11-20,64,65,70,84,54,55,73,66,95,42,71,29,123
2020-11-19,59,59,56,78,36,55,65,57,82,42,57,28,103
2020-11-18,43,59,49,79,38,51,62,57,73,33,43,23,77
2020-11-17,49,49,48,65,37,43,61,56,69,17,14,23,98
2020-11-16,54,48,52,75,41,42,65,55,63,42,14,23,90
2020-11-15,48,41,43,80,56,36,52,49,63,33,14,22,74
2020-11-14,53,65,61,104,64,48,68,70,80,92,43,30,102
2020-11-13,61,68,65,96,51,48,69,67,76,42,57,32,70
2020-11-12,48,59,57,81,26,50,66,58,63,58,29,23,82
2020-11-11,46,57,56,77,39,48,65,54,70,58,0,26,77
2020-11-10,55,56,52,74,36,53,64,53,59,58,14,23,57
2020-11-09,50,58,52,78,44,55,64,51,55,50,14,25,90
2020-11-08,51,44,53,81,45,47,63,49,70,58,14,26,95
2020-11-07,65,71,67,99,54,56,70,60,76,58,29,30,138
2020-11-06,71,69,63,92,46,67,71,69,84,42,57,29,85
2020-11-05,46,55,53,72,28,52,64,46,68,33,0,25,103
2020-11-04,57,63,49,68,36,61,58,47,67,75,29,24,74
2020-11-03,60,65,58,84,41,75,73,56,77,42,29,28,95
2020-11-02,46,60,55,78,41,52,68,55,72,42,43,27,90
2020-11-01,52,48,50,104,46,40,61,51,68,25,29,27,61
2020-10-31,65,73,67,122,59,53,81,60,75,75,29,34,79
2020-10-30,58,70,60,96,49,65,78,55,70,67,14,31,102
2020-10-29,54,63,66,78,36,65,69,52,70,75,14,27,84
2020-10-28,51,61,59,69,34,57,60,53,75,58,14,24,72
2020-10-27,48,61,62,89,40,48,64,49,70,92,0,26,72
2020-10-26,47,58,58,74,40,50,63,48,66,75,0,25,66
2020-10-25,46,49,55,101,49,41,63,56,74,42,0,28,79
2020-10-24,57,75,78,100,49,64,80,61,92,58,0,31,85
2020-10-23,62,74,71,88,45,55,73,56,86,50,29,28,67
2020-10-22,63,64,70,83,29,57,69,54,69,42,43,25,67
2020-10-21,59,63,61,73,39,56,69,58,77,58,43,25,72
2020-10-20,54,56,61,74,39,57,60,48,63,42,29,23,61
2020-10-19,48,51,56,76,43,47,60,47,60,42,14,24,72
2020-10-18,62,52,61,88,52,36,65,56,78,58,57,25,84
2020-10-17,80,74,87,105,55,63,81,61,93,67,29,31,92
2020-10-16,69,73,76,89,42,58,74,59,86,92,14,30,97
2020-10-15,54,62,65,85,32,57,68,55,72,42,43,27,110
2020-10-14,54,60,65,62,47,60,69,48,75,25,29,24,72
2020-10-13,44,55,59,83,36,59,59,44,64,67,29,23,70
2020-10-12,43,51,60,71,41,56,67,51,70,25,43,23,89
2020-10-11,54,50,53,89,50,50,54,49,72,75,29,24,79
2020-10-10,66,72,73,88,43,60,66,57,88,33,0,30,70
2020-10-09,72,64,71,90,51,65,70,54,83,42,43,31,82
2020-10-08,62,74,69,76,31,73,61,53,73,75,86,26,85
2020-10-07,61,69,70,68,35,63,57,48,74,42,14,25,92
2020-10-06,61,54,64,78,40,66,62,48,65,33,0,24,80
2020-10-05,60,55,62,78,45,65,65,59,63,33,14,27,75
2020-10-04,58,50,57,91,51,50,68,60,70,25,0,26,77
2020-10-03,73,70,61,103,59,65,68,69,83,42,14,30,93
2020-10-02,65,69,72,100,50,64,74,69,88,75,29,28,80
2020-10-01,47,62,59,76,35,67,64,62,67,67,29,26,77
2020-09-30,55,80,75,78,46,68,66,68,73,92,0,27,121
2020-09-29,46,61,63,81,42,66,61,59,67,58,14,25,62
2020-09-28,61,56,51,90,48,53,62,61,61,58,14,25,80
2020-09-27,58,51,54,92,49,55,58,56,72,67,29,26,61
2020-09-26,63,73,70,88,48,66,64,60,82,75,43,29,84
2020-09-25,72,71,68,90,47,69,72,67,80,92,43,30,70
2020-09-24,72,67,67,79,29,76,61,59,63,75,29,24,87
2020-09-23,52,64,60,75,40,70,62,61,64,50,29,25,92
2020-09-22,72,59,66,81,40,67,58,58,65,42,14,24,75
2020-09-21,58,50,61,74,42,53,61,55,65,50,14,24,74
2020-09-20,62,49,50,84,46,53,49,53,64,42,14,24,70
2020-09-19,73,76,70,99,60,67,65,67,86,67,14,28,80
2020-09-18,72,68,65,92,47,64,65,64,76,100,71,27,85
2020-09-17,56,66,68,80,32,61,61,61,62,50,43,25,82
2020-09-16,67,72,66,81,44,70,62,67,68,50,29,25,70
2020-09-15,58,56,65,76,42,66,63,54,58,50,29,23,67
2020-09-14,55,62,59,91,38,66,59,51,63,42,14,27,54
2020-09-13,61,58,58,96,47,55,61,58,70,25,43,25,57
2020-09-12,72,74,73,101,59,59,70,70,87,67,0,32,70
2020-09-11,77,80,73,90,44,65,70,66,87,42,43,30,69
2020-09-10,69,67,69,74,36,63,70,62,74,67,0,25,59
2020-09-09,60,64,60,77,50,59,65,51,61,67,14,26,61
2020-09-08,55,61,64,74,48,53,60,50,67,33,43,24,74
2020-09-07,69,58,51,90,57,61,55,50,67,50,14,24,66
2020-09-06,70,53,53,91,50,44,61,50,71,17,29,24,46
2020-09-05,80,81,72,96,54,60,63,69,86,117,14,29,69
2020-09-04,104,89,82,97,48,63,73,72,90,108,0,29,98
2020-09-03,89,83,82,94,43,67,72,76,82,92,43,31,77
2020-09-02,86,79,72,86,44,72,72,76,77,42,14,29,72
2020-09-01,64,70,66,86,44,59,73,64,74,67,14,29,82
2020-08-31,63,60,61,71,46,60,62,57,57,75,43,24,61
2020-08-30,58,56,59,72,47,51,47,59,68,42,29,23,43
2020-08-29,67,61,62,86,45,52,62,55,65,42,0,26,31
2020-08-28,72,61,66,76,40,56,71,58,61,42,0,26,51
2020-08-27,72,69,70,76,37,66,67,67,77,58,0,28,84
2020-08-26,63,63,66,66,45,64,70,63,71,42,0,23,57
2020-08-25,64,71,60,84,45,66,62,69,70,42,14,28,66
2020-08-24,56,64,65,78,51,69,64,63,65,100,14,26,67
2020-08-23,62,50,53,93,52,42,55,47,59,8,43,25,57
2020-08-22,81,81,71,103,51,60,72,62,67,33,14,30,72
2020-08-21,80,77,78,89,44,74,81,71,74,25,29,31,80
2020-08-20,72,73,69,93,39,72,69,64,78,58,43,27,61
2020-08-19,61,68,74,82,48,75,67,62,69,83,14,27,57
2020-08-18,61,69,65,85,44,70,70,63,64,58,14,26,77
2020-08-17,65,67,66,80,46,66,69,63,74,42,14,26,62
2020-08-16,70,60,58,88,58,52,65,57,80,8,0,25,57
2020-08-15,78,73,67,87,55,64,69,68,72,92,71,28,87
2020-08-14,85,81,77,82,46,70,73,72,79,42,29,29,93
2020-08-13,62,73,70,74,36,74,70,70,77,75,0,26,72
2020-08-12,69,76,75,80,46,80,73,68,73,75,14,28,64
2020-08-11,68,76,71,89,39,72,75,71,72,83,43,28,61
2020-08-10,71,61,72,88,31,62,56,61,79,83,43,26,75
2020-08-09,69,54,52,93,49,54,55,57,70,42,0,24,67
2020-08-08,75,73,65,92,51,67,72,70,77,58,14,29,66
2020-08-07,83,83,77,85,48,74,72,70,72,92,0,29,67
2020-08-06,70,74,65,94,37,74,66,72,73,58,29,30,79
2020-08-05,73,71,68,79,40,81,68,75,72,83,29,27,67
2020-08-04,68,68,62,69,41,68,70,68,63,42,43,27,56
2020-08-03,66,64,61,82,48,78,69,67,74,83,14,27,80
2020-08-02,72,61,55,82,55,50,61,66,80,58,29,25,75
2020-08-01,68,74,64,81,53,51,59,59,81,108,0,27,61
2020-07-31,78,73,73,76,47,75,65,72,90,75,29,29,85
2020-07-30,82,81,74,76,33,73,63,80,83,50,14,28,61
2020-07-29,66,68,68,71,42,70,62,71,68,50,0,25,79
2020-07-28,76,66,67,81,53,68,64,66,66,25,0,26,56
2020-07-27,68,64,69,77,48,79,63,64,69,33,29,25,79
2020-07-26,64,43,49,71,36,36,43,53,68,33,14,21,38
2020-07-25,81,72,68,81,52,60,61,66,80,33,29,28,59
2020-07-24,70,56,58,60,42,54,55,58,62,33,14,22,62
2020-07-23,71,64,66,75,35,68,66,65,71,67,57,28,67
2020-07-22,78,74,70,82,41,74,66,71,77,58,57,26,59
2020-07-21,64,65,72,71,48,63,68,63,65,67,0,26,72
2020-07-20,53,57,53,65,37,64,60,56,59,33,0,23,57
2020-07-19,59,51,50,74,37,42,52,57,61,33,14,22,59
2020-07-18,73,63,61,83,48,53,58,60,67,25,71,25,64
2020-07-17,62,61,66,68,37,67,63,65,67,17,29,26,62
2020-07-16,67,67,69,75,36,78,68,70,66,67,0,25,74
2020-07-15,75,66,61,68,36,63,62,64,67,17,14,26,75
2020-07-14,78,70,65,76,45,66,71,64,72,117,14,27,57
2020-07-13,70,62,58,72,40,67,59,69,59,42,0,23,49
2020-07-12,73,48,60,83,55,48,66,59,73,42,14,26,41
2020-07-11,77,66,66,84,54,64,68,75,79,42,0,29,56
2020-07-10,76,69,74,83,51,71,66,71,67,42,0,27,72
2020-07-09,63,59,57,66,37,65,59,66,61,100,14,23,57
2020-07-08,81,66,69,70,51,68,65,66,65,58,14,27,61
2020-07-07,48,53,47,60,39,54,59,57,55,42,29,22,52
2020-07-06,69,60,57,75,52,63,69,62,66,50,0,25,38
2020-07-05,61,48,50,76,45,38,51,56,57,33,14,22,56
2020-07-04,55,38,34,84,39,34,42,44,48,0,14,21,43
2020-07-03,62,59,57,94,50,45,58,65,66,33,0,29,56
2020-07-02,63,63,68,67,35,51,63,76,74,67,14,27,80
2020-07-01,62,63,64,68,44,52,58,60,66,25,14,25,56
2020-06-30,58,60,66,67,46,50,57,71,63,33,14,22,74
2020-06-29,63,60,59,73,46,50,66,61,61,83,29,26,85
2020-06-28,55,47,48,87,42,42,49,61,63,75,0,24,38
2020-06-27,83,66,66,77,47,48,64,60,72,42,14,27,64
2020-06-26,66,61,63,73,42,39,55,63,55,17,29,24,52
2020-06-25,63,60,61,74,35,62,64,58,57,83,0,24,82
2020-06-24,53,49,51,61,40,46,50,56,56,58,14,21,56
2020-06-23,63,60,61,73,49,63,65,66,65,75,0,25,69
2020-06-22,44,57,60,67,42,50,52,57,51,67,0,24,66
2020-06-21,57,46,53,82,47,38,63,52,72,42,29,25,54
2020-06-20,73,65,67,88,66,45,65,67,69,100,0,30,67
2020-06-19,73,72,66,83,54,59,65,72,68,58,29,29,64
2020-06-18,59,66,59,73,40,64,66,66,74,67,29,26,51
2020-06-17,64,66,61,75,51,58,65,65,71,33,14,26,54
2020-06-16,67,64,65,84,54,57,74,69,65,75,0,29,103
2020-06-15,54,64,63,83,48,60,69,64,63,75,14,28,51
2020-06-14,50,52,55,82,56,42,58,58,57,8,14,26,56
2020-06-13,56,63,54,83,46,45,55,59,70,92,0,26,57
2020-06-12,75,73,68,92,52,70,69,74,67,100,14,32,85
2020-06-11,61,69,67,70,42,66,62,64,68,25,14,28,75
2020-06-10,58,64,61,65,46,53,61,57,62,83,14,25,61
2020-06-09,49,51,51,65,48,46,61,60,57,75,14,24,72
2020-06-08,65,59,57,78,51,51,58,64,62,108,14,25,75
2020-06-07,49,36,38,76,49,36,51,49,49,33,0,21,57
2020-06-06,74,73,81,91,55,50,68,69,68,75,14,32,74
2020-06-05,72,66,61,77,50,60,65,66,68,42,43,28,64
2020-06-04,49,46,49,61,24,44,53,57,55,33,14,23,54
2020-06-03,51,58,50,75,24,48,63,57,64,67,14,25,85
2020-06-02,44,50,49,73,14,44,54,49,52,58,0,23,51
2020-06-01,63,57,51,85,25,50,55,51,56,42,0,25,59
2020-05-31,54,48,47,78,29,45,45,55,58,25,29,23,41
2020-05-30,69,57,69,75,58,45,62,69,69,42,0,27,72
2020-05-29,57,66,62,77,51,55,63,67,64,42,0,25,64
2020-05-28,55,58,46,71,32,39,56,55,53,33,14,23,62
2020-05-27,52,67,51,63,49,55,64,70,67,33,14,25,56
2020-05-26,64,66,53,71,52,50,66,58,66,42,0,24,66
2020-05-25,48,45,48,88,54,55,58,60,61,50,14,23,52
2020-05-24,70,48,47,95,56,44,53,50,66,25,14,25,41
2020-05-23,66,55,58,79,60,45,65,64,70,33,14,26,46
2020-05-22,78,66,62,93,54,64,67,71,76,83,14,29,69
2020-05-21,59,57,52,81,40,52,60,65,68,33,0,25,61
2020-05-20,66,62,51,74,41,52,64,65,59,75,14,25,51
2020-05-19,60,61,44,73,40,38,58,54,57,8,0,23,59
2020-05-18,62,54,48,69,44,41,59,53,61,33,0,23,66
2020-05-17,49,37,33,56,45,16,44,52,50,50,14,19,39
2020-05-16,75,56,51,85,56,44,64,71,80,42,0,27,43
2020-05-15,56,56,47,72,47,47,67,73,67,50,14,26,48
2020-05-14,54,42,39,60,34,36,50,56,50,17,14,21,48
2020-05-13,59,48,41,64,45,48,59,57,57,83,14,24,48
2020-05-12,45,37,32,52,33,33,58,49,47,42,0,20,43
2020-05-11,60,41,36,66,41,39,56,49,57,58,14,22,48
2020-05-10,60,38,32,95,35,24,57,46,54,33,0,23,34
2020-05-09,72,48,42,96,60,39,72,61,57,42,0,29,51
2020-05-08,63,55,57,79,59,48,76,59,63,25,14,30,51
2020-05-07,57,41,38,64,31,40,52,48,46,58,14,22,43
2020-05-06,67,51,45,54,50,49,61,57,61,58,14,21,64
2020-05-05,52,43,36,65,41,33,54,48,55,58,29,22,56
2020-05-04,41,40,37,65,45,33,57,48,53,25,0,22,46
2020-05-03,55,31,26,61,38,31,42,43,53,8,29,18,43
2020-05-02,70,49,41,81,48,43,61,66,67,17,0,24,52
2020-05-01,74,51,53,79,43,48,62,66,74,33,0,28,56
2020-04-30,50,43,37,63,33,40,56,54,53,42,0,21,36
2020-04-29,49,37,32,57,39,26,41,45,42,58,29,17,31
2020-04-28,57,46,40,72,45,50,54,55,52,42,14,22,56
2020-04-27,44,45,46,64,41,38,63,47,48,33,0,21,43
2020-04-26,49,42,38,71,46,36,59,59,52,50,14,23,62
2020-04-25,42,42,40,77,45,24,57,52,62,42,0,24,44
2020-04-24,43,47,45,65,43,39,65,59,59,8,29,23,61
2020-04-23,44,42,45,73,35,38,61,57,59,25,14,23,51
2020-04-22,44,43,36,66,40,33,60,47,50,8,14,23,67
2020-04-21,38,39,40,56,40,37,55,54,49,33,0,20,56
2020-04-20,42,40,37,69,50,43,65,51,52,50,29,22,41
2020-04-19,44,33,30,69,57,33,57,47,47,67,29,21,59
2020-04-18,42,44,41,88,63,38,68,58,53,50,14,26,62
2020-04-17,43,44,40,67,62,33,61,48,54,25,14,22,54
2020-04-16,33,47,45,72,44,38,62,54,56,42,0,23,59
2020-04-15,40,41,39,61,51,34,58,49,52,33,0,21,70
2020-04-14,41,40,38,61,51,34,55,48,49,25,14,19,54
2020-04-13,35,39,35,62,52,31,52,45,47,42,0,18,48
2020-04-12,43,31,26,70,17,31,55,42,37,25,0,17,46
2020-04-11,33,43,38,77,65,43,71,48,51,50,43,24,52
2020-04-10,34,46,44,84,60,56,70,56,55,42,14,26,69
2020-04-09,35,41,41,77,42,36,62,45,48,33,29,21,56
2020-04-08,35,43,42,58,50,41,56,45,47,42,29,19,61
2020-04-07,49,43,40,71,54,54,62,46,49,33,0,21,62
2020-04-06,40,44,35,67,55,42,60,42,44,75,0,24,61
2020-04-05,32,34,29,68,53,30,55,43,41,33,29,20,43
2020-04-04,43,43,37,79,59,24,63,49,49,33,29,21,39
2020-04-03,50,51,56,78,69,47,64,59,66,58,0,25,52
2020-04-02,43,43,40,74,42,38,67,47,52,67,29,23,66
2020-04-01,41,44,43,71,56,44,64,48,46,50,0,23,59
2020-03-31,40,45,37,61,54,37,64,58,54,33,14,23,61
2020-03-30,43,45,38,61,55,34,65,48,51,33,14,23,57
2020-03-29,40,34,30,58,52,19,52,44,40,33,0,18,30
2020-03-28,34,41,35,70,62,23,58,48,44,25,43,23,59
2020-03-27,44,45,42,83,54,35,71,55,52,50,57,25,49
2020-03-26,43,40,40,62,33,31,66,44,44,75,0,22,59
2020-03-25,39,42,51,62,49,50,70,49,54,33,14,22,64
2020-03-24,43,40,47,78,52,37,69,45,55,33,14,29,57
2020-03-23,33,39,39,60,45,29,54,44,49,25,0,38,52
2020-03-22,35,31,29,69,44,33,51,37,42,25,0,32,36
2020-03-21,35,35,26,74,58,22,61,42,42,33,14,41,39
2020-03-20,43,49,43,101,90,34,79,51,60,50,14,53,51
2020-03-19,49,57,54,97,57,37,91,50,57,92,43,55,79
2020-03-18,39,62,54,74,78,50,82,57,59,50,43,52,79
2020-03-17,54,67,65,87,86,58,92,61,70,42,14,57,79
2020-03-16,65,82,87,126,109,56,121,83,84,92,57,85,95
2020-03-15,68,63,62,97,91,60,90,67,70,75,14,67,66
2020-03-14,97,81,85,113,112,67,112,89,89,58,43,83,100
2020-03-13,111,100,106,150,134,100,145,98,113,142,29,109,118
2020-03-12,110,110,104,124,82,106,123,109,106,117,57,110,89
2020-03-11,117,108,116,113,91,115,105,98,94,100,14,104,97
2020-03-10,101,106,102,106,85,98,102,93,95,117,43,98,110
2020-03-09,112,109,99,106,88,90,110,102,96,75,86,105,102
2020-03-08,105,86,94,91,104,88,93,83,103,42,71,89,116
2020-03-07,122,114,106,98,123,94,96,100,110,117,57,98,141
2020-03-06,109,121,110,119,88,101,110,114,127,142,29,117,125
2020-03-05,90,100,99,93,57,104,101,105,106,100,0,103,100
2020-03-04,96,100,101,102,84,115,110,100,103,150,29,102,116
2020-03-03,93,108,104,103,79,108,115,92,96,108,71,103,103
2020-03-02,85,107,106,103,97,96,103,100,100,92,43,102,136
2020-03-01,97,87,92,94,126,87,101,95,98,75,71,89,125
2020-02-29,119,119,115,92,115,80,105,107,119,100,100,109,105
2020-02-28,121,116,116,111,90,111,115,117,128,100,14,118,121
2020-02-27,94,112,98,95,52,94,111,111,108,92,71,107,77
2020-02-26,80,104,99,87,76,92,99,96,93,125,57,99,125
2020-02-25,99,105,95,115,88,91,107,101,105,75,71,111,115
2020-02-24,104,106,104,124,86,93,99,102,105,125,29,106,85
2020-02-23,95,81,88,78,107,89,89,84,91,42,29,86,115
2020-02-22,121,113,110,87,123,94,93,106,107,83,57,103,125
2020-02-21,120,118,120,112,90,102,114,124,114,67,43,118,141
2020-02-20,98,105,108,100,51,89,108,107,97,142,29,110,95
2020-02-19,87,108,101,92,84,91,106,103,89,108,43,100,123
2020-02-18,73,99,99,88,76,85,101,98,95,75,14,102,110
2020-02-17,79,87,86,64,85,75,93,83,78,67,71,75,95
2020-02-16,90,82,79,79,96,59,87,81,91,83,71,81,125
2020-02-15,91,104,94,83,112,71,91,97,102,117,29,96,133
2020-02-14,92,128,118,123,95,88,133,101,110,100,71,118,116
2020-02-13,119,112,97,102,73,95,116,102,89,83,57,107,105
2020-02-12,88,109,97,100,86,90,109,98,100,117,43,105,118
2020-02-11,76,110,104,105,85,89,107,100,88,100,43,105,98
2020-02-10,78,100,98,102,88,75,97,94,93,92,43,96,105
2020-02-09,94,74,80,88,103,71,79,74,94,67,14,80,70
2020-02-08,137,111,107,98,105,78,98,104,103,142,29,103,107
2020-02-07,105,117,107,113,90,99,108,114,128,67,29,115,123
2020-02-06,98,100,101,100,48,91,96,102,98,58,29,102,105
2020-02-05,98,106,106,98,85,93,107,101,104,75,29,103,100
2020-02-04,77,97,93,94,81,84,101,100,86,125,71,102,79
2020-02-03,100,102,99,104,74,97,109,97,89,58,43,102,102
2020-02-02,117,85,84,111,94,82,91,90,85,33,29,89,113
2020-02-01,114,104,103,100,110,85,97,105,101,83,43,104,110
2020-01-31,107,109,109,92,87,89,99,115,108,158,57,103,103
2020-01-30,89,105,100,107,51,91,92,107,102,125,29,108,93
2020-01-29,92,104,97,104,81,93,106,106,99,108,43,104,107
2020-01-28,95,102,97,96,83,81,95,113,95,75,43,103,130
2020-01-27,98,97,108,103,80,85,99,102,90,92,71,100,107
2020-01-26,89,63,81,81,89,54,69,79,90,42,43,73,57
2020-01-25,103,99,101,88,107,71,89,100,104,125,71,98,98
2020-01-24,111,102,96,94,80,86,98,117,121,75,86,103,82
2020-01-23,75,79,75,76,41,56,72,82,85,0,57,85,66
2020-01-22,90,91,101,108,92,121,93,92,89,100,43,99,84
2020-01-21,140,123,173,155,325,300,122,130,114,358,57,133,92
2020-01-20,94,82,103,96,168,137,83,99,89,183,29,87,70
2020-01-19,118,68,75,102,98,89,73,80,88,133,57,80,82
