Category,Bars,Beauty & Wellness,Fitness Centers,Grocery,Mass Merch,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-01-18,115,108,97,108,139,109,104,104,96,100,14,108,84
2020-01-17,117,107,112,106,113,127,98,99,103,117,57,103,108
2020-01-16,101,108,116,101,96,125,106,108,98,0,29,108,103
2020-01-15,112,99,109,108,118,145,108,105,137,100,29,116,87
2020-01-14,95,99,106,98,117,113,99,96,97,75,43,97,82
2020-01-13,113,101,104,124,128,144,109,107,113,208,57,109,102
2020-01-12,100,65,84,98,125,109,74,85,86,100,143,80,67
2020-01-11,145,92,129,135,272,255,103,129,110,467,371,111,87
2020-01-10,103,110,100,108,89,110,102,111,111,75,457,107,107
2020-01-09,89,96,95,89,67,98,108,96,102,17,243,101,84
2020-01-08,92,96,84,99,98,107,100,99,98,142,257,102,69
2020-01-07,81,107,95,96,87,104,98,91,88,42,257,97,77
2020-01-06,98,111,102,113,114,121,118,105,88,133,300,110,107
2020-01-05,95,82,71,86,115,86,98,91,88,83,257,83,80
2020-01-04,115,97,104,96,130,104,108,105,112,108,243,99,116
2020-01-03,108,115,107,104,119,109,114,112,114,117,486,108,113
2020-01-02,95,107,110,103,76,105,108,106,103,125,486,99,98
2020-01-01,92,66,78,67,102,91,67,81,77,142,214,66,62
2019-12-31,94,95,90,124,113,76,107,79,89,125,429,91,77
2019-12-30,90,81,80,88,107,83,91,84,84,67,286,78,66
