Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Mass Merch,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-12-31,117,51,63,60,79,67,73,54,58,58,100,86,67,100
2020-12-30,83,40,61,49,76,68,68,57,58,54,267,71,66,0
2020-12-29,50,63,58,61,81,79,79,57,53,54,133,95,63,100
2020-12-28,133,57,57,56,70,58,79,40,56,46,100,84,44,0
2020-12-27,33,44,45,34,78,70,62,44,49,55,33,64,49,0
2020-12-26,83,54,54,42,70,65,64,43,55,62,33,58,56,0
2020-12-25,0,43,37,24,18,7,33,29,32,39,67,38,37,0
2020-12-24,100,22,58,47,63,63,56,53,51,72,67,89,62,100
2020-12-23,67,54,72,50,116,112,88,75,61,80,267,92,77,300
2020-12-22,100,60,69,68,100,102,79,61,64,68,100,105,72,300
2020-12-21,117,40,55,61,90,95,64,54,55,46,33,82,41,0
2020-12-20,67,51,45,27,84,81,53,34,57,54,100,81,53,0
2020-12-19,33,92,57,44,61,54,69,57,59,56,0,66,66,0
2020-12-18,100,111,55,53,73,72,62,49,55,64,167,55,63,0
2020-12-17,67,107,47,42,70,70,60,39,58,42,33,55,57,0
2020-12-16,117,104,46,42,72,72,63,46,47,40,33,41,55,0
2020-12-15,33,49,45,42,64,63,71,47,49,42,100,58,56,0
2020-12-14,117,79,42,49,51,51,57,37,51,42,0,55,37,0
2020-12-13,17,39,37,22,85,88,50,39,46,32,0,38,49,0
2020-12-12,117,56,48,37,75,75,51,47,53,42,67,34,55,0
2020-12-11,67,57,48,45,63,68,51,49,52,43,67,47,62,0
2020-12-10,100,75,53,59,72,68,64,43,51,50,0,49,59,100
2020-12-09,117,96,55,37,66,70,62,66,59,50,67,75,63,0
2020-12-08,83,101,52,57,69,67,65,68,50,46,33,55,65,0
2020-12-07,100,94,48,49,78,81,75,58,55,41,133,64,42,0
2020-12-06,100,44,38,20,84,77,68,47,48,51,33,51,56,0
2020-12-05,167,81,55,43,76,77,74,71,64,65,133,64,73,0
2020-12-04,117,65,52,57,75,68,83,49,64,65,200,59,67,0
2020-12-03,100,60,49,47,64,56,83,43,56,56,100,68,62,0
2020-12-02,133,58,43,46,70,77,80,56,55,52,67,59,61,100
2020-12-01,50,49,47,57,81,68,67,55,53,47,33,79,61,300
2020-11-30,67,85,44,59,76,74,59,60,56,52,100,44,43,0
2020-11-29,33,49,34,24,64,72,46,35,46,62,67,47,47,0
2020-11-28,83,99,55,39,69,72,71,56,55,57,133,59,60,0
2020-11-27,0,43,45,36,43,44,79,49,49,45,67,53,56,200
2020-11-26,33,85,33,27,33,23,45,30,39,40,33,37,48,200
2020-11-25,150,40,47,33,85,86,60,53,59,58,33,44,66,0
2020-11-24,100,122,51,57,81,79,66,60,52,53,100,66,64,0
2020-11-23,50,103,44,52,93,82,61,53,52,42,67,41,41,0
2020-11-22,17,82,39,26,73,35,53,48,51,45,67,48,52,0
2020-11-21,33,57,54,45,97,23,86,50,60,61,167,59,67,0
2020-11-20,100,68,51,59,107,0,88,64,63,58,100,63,69,0
2020-11-19,133,60,52,56,73,0,77,50,57,70,33,71,66,100
2020-11-18,167,46,49,47,70,0,81,57,57,59,33,60,63,200
2020-11-17,100,36,46,57,88,0,68,68,50,68,0,55,63,200
2020-11-16,83,42,48,60,90,0,74,61,61,55,100,78,44,0
2020-11-15,33,35,34,22,103,0,43,42,45,54,133,37,51,0
2020-11-14,33,36,57,43,87,0,63,67,69,50,100,56,67,0
2020-11-13,83,78,55,68,94,0,86,60,68,58,100,60,69,200
2020-11-12,33,58,53,52,81,0,63,51,58,47,100,59,64,0
2020-11-11,83,40,51,41,67,0,70,64,60,55,33,63,64,0
2020-11-10,100,76,49,52,76,0,74,53,52,47,67,78,66,0
2020-11-09,83,50,47,50,72,0,80,50,54,48,100,68,42,0
2020-11-08,50,96,43,25,57,0,81,46,59,46,133,55,55,0
2020-11-07,117,88,62,53,84,0,93,54,67,58,133,63,73,0
2020-11-06,17,36,53,65,75,0,91,66,73,74,0,73,72,0
2020-11-05,50,36,52,72,69,0,74,53,62,51,133,70,63,0
2020-11-04,133,63,54,42,70,0,83,62,70,66,33,56,63,0
2020-11-03,83,94,54,65,70,0,97,68,67,54,67,95,66,300
2020-11-02,117,75,52,62,72,0,87,67,59,57,33,110,45,0
2020-11-01,17,72,43,27,76,0,59,38,52,52,0,58,57,0
2020-10-31,67,38,61,42,81,0,94,75,75,64,100,63,75,0
2020-10-30,50,40,58,60,69,0,89,64,74,55,67,45,73,0
2020-10-29,50,56,58,58,69,0,76,75,64,62,67,75,62,100
2020-10-28,117,35,55,37,85,0,71,56,66,59,67,71,66,100
2020-10-27,83,44,53,45,99,0,75,66,59,50,133,78,61,0
2020-10-26,50,25,46,53,81,0,66,48,56,57,67,68,39,0
2020-10-25,33,28,44,20,60,0,81,48,57,50,33,32,57,0
2020-10-24,33,60,64,50,91,0,94,59,69,60,67,75,75,0
2020-10-23,83,68,63,59,84,0,75,77,65,66,100,77,72,200
2020-10-22,83,67,61,57,57,0,78,60,69,53,67,74,72,300
2020-10-21,67,60,59,48,84,0,81,61,57,54,33,56,65,0
2020-10-20,83,32,56,54,82,0,69,60,61,57,167,73,64,100
2020-10-19,133,35,50,48,81,0,64,60,57,53,0,59,42,0
2020-10-18,33,81,50,18,79,0,69,43,55,57,100,68,58,0
2020-10-17,67,101,71,49,78,0,119,67,75,80,100,84,78,0
2020-10-16,100,92,71,65,76,0,98,61,71,70,133,70,74,100
2020-10-15,83,63,56,63,63,0,95,72,64,59,0,82,67,0
2020-10-14,83,46,57,47,66,0,95,68,65,59,33,62,69,0
2020-10-13,33,31,50,63,96,0,84,65,52,49,67,44,63,0
2020-10-12,50,83,45,49,55,0,75,58,60,54,133,53,40,0
2020-10-11,33,81,46,22,61,0,111,41,55,55,67,36,59,0
2020-10-10,33,85,58,43,61,0,121,75,65,68,100,82,73,0
2020-10-09,67,82,59,64,67,0,101,74,71,67,167,58,77,100
2020-10-08,133,99,59,53,66,0,80,52,64,54,67,64,69,100
2020-10-07,100,72,60,43,51,0,100,59,67,62,100,58,69,0
2020-10-06,67,92,57,58,67,0,88,60,54,56,100,73,66,200
2020-10-05,133,78,53,47,79,0,86,59,53,58,33,52,44,0
2020-10-04,33,81,52,17,69,0,112,54,55,64,33,45,58,0
2020-10-03,33,111,65,41,66,0,104,64,59,60,133,66,75,0
2020-10-02,17,68,69,59,75,0,87,69,63,66,100,55,71,0
2020-10-01,67,46,61,59,54,0,73,57,54,66,33,60,63,200
2020-09-30,100,32,70,49,57,0,87,79,61,74,133,84,69,200
2020-09-29,117,47,55,60,64,0,68,57,56,57,0,68,61,200
2020-09-28,117,63,43,51,60,0,69,60,54,49,133,40,42,0
2020-09-27,100,50,53,25,79,0,113,42,57,54,0,45,61,0
2020-09-26,67,54,67,38,72,0,111,60,57,65,100,56,78,0
2020-09-25,67,54,62,64,46,0,97,68,62,68,133,55,77,100
2020-09-24,67,42,59,61,66,0,93,68,68,51,33,77,67,0
2020-09-23,133,36,58,57,69,0,116,74,60,49,67,55,66,0
2020-09-22,83,44,61,71,63,0,92,59,62,50,33,55,65,100
2020-09-21,100,42,48,57,76,0,80,61,49,43,33,41,38,0
2020-09-20,33,44,49,22,63,0,114,48,51,59,33,27,57,0
2020-09-19,100,60,67,49,76,0,111,53,59,69,100,58,68,0
2020-09-18,50,56,59,56,73,0,82,54,60,66,0,52,67,300
2020-09-17,33,47,59,60,72,0,91,75,59,55,133,56,66,0
2020-09-16,67,51,65,54,87,0,85,66,55,62,133,64,67,100
2020-09-15,50,26,57,65,67,0,71,61,53,62,167,51,59,100
2020-09-14,50,25,53,69,63,0,83,54,57,51,67,60,44,0
2020-09-13,33,67,52,21,85,0,124,55,57,60,167,32,61,0
2020-09-12,67,57,59,37,93,0,64,47,61,73,200,34,71,0
2020-09-11,83,71,65,64,69,0,85,69,62,68,67,74,75,0
2020-09-10,83,44,59,54,75,0,74,67,59,71,167,49,70,100
2020-09-09,17,42,59,32,70,0,87,61,55,66,167,62,66,0
2020-09-08,67,40,58,55,67,0,65,45,49,67,133,56,64,100
2020-09-07,83,39,50,31,79,0,107,58,51,62,0,26,45,0
2020-09-06,100,53,51,19,69,0,79,48,45,56,67,37,53,0
2020-09-05,100,25,63,48,100,0,93,57,55,69,67,45,72,0
2020-09-04,50,72,78,67,76,0,105,74,65,65,67,53,81,0
2020-09-03,50,44,62,68,70,0,102,63,61,74,167,85,74,100
2020-09-02,100,43,58,47,63,0,104,61,64,69,33,56,73,100
2020-09-01,83,43,58,54,76,0,83,57,65,60,100,67,69,100
2020-08-31,83,53,56,56,67,0,79,49,57,62,0,47,45,0
2020-08-30,83,54,47,16,82,0,98,53,50,45,33,41,53,0
2020-08-29,217,58,62,38,90,0,100,54,52,53,233,44,63,0
2020-08-28,367,43,54,46,66,0,73,54,54,49,33,52,61,0
2020-08-27,367,40,60,61,72,0,83,69,58,54,33,66,63,200
2020-08-26,317,53,52,39,49,0,69,48,63,56,67,56,62,100
2020-08-25,367,54,56,55,73,0,77,68,58,61,0,58,66,100
2020-08-24,433,43,68,58,69,0,75,61,64,62,100,51,49,0
2020-08-23,150,40,49,17,61,0,88,44,54,46,0,40,54,0
2020-08-22,250,56,67,43,81,0,101,63,60,65,67,62,71,0
2020-08-21,417,42,72,63,63,0,100,79,61,57,0,60,72,100
2020-08-20,267,42,73,53,66,0,85,77,62,66,67,73,71,0
2020-08-19,233,33,66,68,78,0,93,71,55,67,100,62,71,0
2020-08-18,117,40,62,62,85,0,83,61,64,62,100,68,68,100
2020-08-17,167,39,60,60,70,0,76,68,62,57,33,67,45,0
2020-08-16,50,38,54,25,72,0,125,50,49,43,33,59,59,0
2020-08-15,133,39,64,46,60,0,94,56,61,59,133,49,72,0
2020-08-14,167,65,73,59,55,0,95,69,59,64,100,58,75,200
2020-08-13,233,56,63,59,69,0,78,62,58,66,0,52,69,0
2020-08-12,250,71,66,57,87,0,93,64,63,76,167,49,70,100
2020-08-11,83,56,64,70,75,0,91,69,58,68,100,85,69,0
2020-08-10,133,39,52,61,61,0,69,56,55,64,33,51,47,0
2020-08-09,83,79,51,18,67,0,87,51,59,67,67,45,58,0
2020-08-08,83,97,67,34,85,0,97,61,55,52,100,60,69,0
2020-08-07,200,99,67,71,73,0,104,61,61,62,200,56,75,0
2020-08-06,217,86,62,52,64,0,98,54,60,64,33,77,67,300
2020-08-05,200,64,62,65,85,0,79,78,64,68,33,68,67,100
2020-08-04,133,49,60,69,69,0,83,61,59,63,67,88,63,100
2020-08-03,167,56,60,64,88,0,75,57,59,51,67,52,47,0
2020-08-02,50,75,54,26,76,0,100,55,53,55,100,41,57,0
2020-08-01,133,68,58,35,72,0,104,58,55,65,67,51,66,0
2020-07-31,100,81,74,68,76,0,98,49,66,72,0,56,74,100
2020-07-30,167,65,67,63,101,0,102,70,66,73,33,63,71,100
2020-07-29,250,50,62,61,84,0,92,54,57,63,100,60,69,100
2020-07-28,200,72,53,66,52,0,90,72,60,64,133,66,63,0
2020-07-27,283,61,59,54,90,0,75,60,60,58,67,62,44,0
2020-07-26,150,54,39,22,79,0,69,46,47,53,67,32,45,0
2020-07-25,117,72,64,42,81,0,92,50,58,61,33,58,65,0
2020-07-24,100,65,53,49,64,0,71,54,52,46,33,47,58,0
2020-07-23,233,53,63,64,63,0,97,61,57,63,233,75,65,100
2020-07-22,117,46,57,52,101,0,89,61,54,63,67,66,65,0
2020-07-21,133,42,59,59,52,0,85,67,54,64,33,70,67,0
2020-07-20,183,58,47,67,69,0,80,61,52,52,133,53,43,0
2020-07-19,117,61,42,21,66,0,64,42,49,54,133,32,49,0
2020-07-18,150,63,58,47,88,0,79,46,57,60,33,38,65,0
2020-07-17,233,50,53,50,67,0,76,64,60,65,33,45,62,0
2020-07-16,217,50,52,61,82,0,91,64,56,69,67,53,64,200
2020-07-15,283,40,57,55,76,0,69,60,54,58,100,56,66,0
2020-07-14,183,53,58,54,73,0,83,66,62,55,67,56,62,0
2020-07-13,383,33,52,56,73,0,88,57,57,50,100,62,43,0
2020-07-12,83,58,45,23,78,0,92,29,51,54,33,47,54,0
2020-07-11,17,76,57,40,84,0,96,52,62,74,0,70,72,0
2020-07-10,250,101,58,59,67,0,80,47,63,62,300,37,68,0
2020-07-09,233,46,52,51,78,0,64,48,61,63,67,52,59,0
2020-07-08,117,46,59,67,54,0,70,58,64,54,33,49,66,0
2020-07-07,117,35,46,50,57,0,62,48,48,48,33,66,53,100
2020-07-06,200,46,49,51,90,0,67,56,62,45,100,55,44,0
2020-07-05,67,51,45,18,57,0,67,39,49,58,100,40,50,0
2020-07-04,117,36,35,22,54,0,88,39,45,46,67,25,45,0
2020-07-03,67,68,52,55,87,0,71,53,54,57,67,36,58,0
2020-07-02,183,72,56,60,93,0,69,55,63,73,33,66,68,0
2020-07-01,117,56,58,57,70,0,71,59,60,58,67,38,62,100
2020-06-30,100,44,56,63,66,0,57,54,61,65,100,51,57,0
2020-06-29,183,40,53,52,73,0,61,57,59,45,67,45,43,0
2020-06-28,100,53,41,20,78,0,75,48,47,54,67,32,49,0
2020-06-27,100,74,53,37,55,0,60,57,57,53,33,45,62,0
2020-06-26,150,53,49,55,48,0,39,46,54,62,0,34,60,100
2020-06-25,100,43,56,51,67,0,76,60,62,61,67,60,59,100
2020-06-24,117,40,48,44,54,0,56,57,58,55,67,37,50,0
2020-06-23,117,54,57,54,58,0,80,67,58,59,33,58,64,0
2020-06-22,83,42,48,48,97,0,62,61,58,68,133,42,42,0
2020-06-21,117,74,44,16,81,0,69,50,48,63,0,27,52,0
2020-06-20,50,64,58,43,69,0,63,50,58,73,0,38,67,0
2020-06-19,100,76,58,50,67,0,80,49,61,59,33,40,64,0
2020-06-18,183,49,56,44,67,0,74,69,78,60,67,56,67,100
2020-06-17,250,47,60,52,73,0,80,56,70,56,33,42,61,0
2020-06-16,283,46,58,61,82,0,88,66,68,54,100,84,66,0
2020-06-15,333,53,53,49,73,0,78,47,69,50,33,62,42,0
2020-06-14,83,46,44,21,73,0,74,47,44,58,133,56,50,0
2020-06-13,117,60,48,38,88,0,75,53,57,62,33,51,59,0
2020-06-12,133,75,57,63,87,0,81,55,62,68,267,55,67,0
2020-06-11,183,60,57,43,64,0,88,61,55,62,67,49,66,0
2020-06-10,167,39,45,45,97,0,65,61,59,55,200,52,58,0
2020-06-09,167,44,45,39,79,0,54,51,55,50,0,49,51,0
2020-06-08,167,47,43,47,88,0,88,61,57,53,233,41,40,0
2020-06-07,133,43,38,15,64,0,73,32,46,50,33,58,43,0
2020-06-06,50,60,58,30,51,0,94,57,62,63,67,33,66,0
2020-06-05,117,68,59,41,70,0,88,64,60,61,167,33,65,0
2020-06-04,167,22,46,34,60,0,66,55,54,50,67,36,50,0
2020-06-03,133,32,49,36,67,0,72,55,55,56,33,41,55,0
2020-06-02,217,43,45,40,81,0,68,58,54,49,0,29,54,0
2020-06-01,217,40,42,41,61,0,67,43,60,50,33,49,39,0
2020-05-31,183,43,43,25,58,0,65,40,52,48,0,18,49,0
2020-05-30,200,54,48,32,72,0,83,46,61,56,0,32,61,0
2020-05-29,133,47,52,37,76,0,84,65,67,68,33,40,60,0
2020-05-28,183,44,37,24,67,0,57,46,57,54,33,30,53,0
2020-05-27,183,33,53,45,75,0,73,59,63,64,33,44,61,100
2020-05-26,150,31,47,38,75,0,68,64,62,48,200,44,60,100
2020-05-25,133,42,43,37,90,0,86,46,58,55,0,38,35,0
2020-05-24,83,58,45,20,63,0,90,54,57,44,0,22,53,0
2020-05-23,50,46,55,33,93,0,76,56,61,62,33,29,65,0
2020-05-22,200,44,60,43,87,0,81,54,69,61,100,30,69,0
2020-05-21,117,47,49,34,64,0,72,48,60,54,0,30,57,0
2020-05-20,167,43,49,40,70,0,74,68,58,60,0,32,61,100
2020-05-19,217,35,41,29,93,0,59,62,54,53,0,21,55,0
2020-05-18,217,39,45,33,82,0,64,64,57,55,33,41,42,0
2020-05-17,183,35,31,13,61,0,29,37,46,35,33,14,41,0
2020-05-16,117,74,49,31,97,0,82,53,60,64,0,26,64,0
2020-05-15,200,56,45,34,103,0,64,72,69,49,0,23,64,0
2020-05-14,117,39,37,31,57,0,52,39,54,44,0,29,51,0
2020-05-13,150,43,43,28,66,0,67,58,53,44,100,12,57,100
2020-05-12,283,24,36,26,63,0,62,51,51,32,0,22,47,0
2020-05-11,233,24,39,26,67,0,45,62,54,34,0,33,38,0
2020-05-10,33,25,33,13,51,0,30,33,41,41,0,19,43,0
2020-05-09,67,53,41,32,82,0,69,49,52,41,33,29,56,0
2020-05-08,183,36,48,29,63,0,62,57,63,56,0,21,63,0
2020-05-07,167,28,35,22,54,0,64,46,45,32,0,14,49,0
2020-05-06,183,39,48,29,81,0,70,58,51,47,33,25,57,0
2020-05-05,167,19,36,26,61,0,48,52,61,40,0,16,57,0
2020-05-04,233,26,38,28,55,0,42,38,54,37,33,22,37,0
2020-05-03,133,42,31,18,61,0,63,39,51,38,0,8,46,0
2020-05-02,100,47,44,27,84,0,79,40,59,46,0,37,59,0
2020-05-01,183,51,42,38,70,0,73,46,61,50,133,23,59,0
2020-04-30,233,26,39,16,60,0,51,46,53,46,0,22,51,0
2020-04-29,167,19,35,18,43,0,37,49,47,31,33,23,43,0
2020-04-28,167,32,46,27,63,0,64,68,56,33,100,33,53,0
2020-04-27,150,40,38,20,67,0,53,45,56,38,33,18,37,0
2020-04-26,67,36,36,16,60,0,76,45,56,36,0,18,47,0
2020-04-25,117,36,41,22,82,0,46,54,52,37,33,19,57,0
2020-04-24,200,44,41,31,55,0,57,58,57,35,0,29,53,0
2020-04-23,117,35,38,22,81,0,57,36,53,40,67,22,54,0
2020-04-22,167,39,38,29,60,0,53,39,51,36,0,18,50,0
2020-04-21,150,32,42,25,67,0,69,60,50,31,33,23,50,100
2020-04-20,183,22,40,30,70,0,70,60,50,37,67,33,35,0
2020-04-19,133,51,37,18,63,0,64,54,47,36,0,29,43,0
2020-04-18,67,57,40,28,90,0,67,60,57,36,33,23,57,0
2020-04-17,100,33,41,27,76,0,43,56,48,42,33,23,51,0
2020-04-16,133,36,45,32,73,0,53,60,50,35,0,30,53,100
2020-04-15,50,17,37,21,64,0,48,69,44,31,67,15,47,0
2020-04-14,67,31,39,29,81,0,58,47,47,37,0,26,52,0
2020-04-13,183,36,36,26,73,0,52,56,43,31,0,12,34,0
2020-04-12,67,43,30,14,37,0,61,41,42,33,33,15,42,0
2020-04-11,67,46,42,25,70,0,72,58,51,26,0,25,54,0
2020-04-10,133,39,47,24,72,0,59,65,50,40,33,19,54,0
2020-04-09,233,22,36,29,101,0,45,60,46,40,0,25,54,0
2020-04-08,133,35,42,26,78,0,61,67,50,33,33,22,52,0
2020-04-07,200,28,45,35,81,0,72,51,49,44,0,37,55,100
2020-04-06,200,35,38,18,81,0,60,59,50,29,0,23,35,0
2020-04-05,67,46,35,19,79,0,54,44,38,30,0,21,46,0
2020-04-04,83,54,45,25,91,0,46,56,50,32,33,25,55,0
2020-04-03,150,63,47,33,76,0,68,60,55,47,33,19,65,0
2020-04-02,83,35,45,33,76,0,66,59,52,43,0,23,61,100
2020-04-01,117,44,43,25,96,0,52,58,46,44,0,30,57,200
2020-03-31,83,43,43,26,52,0,44,52,42,53,67,27,53,100
2020-03-30,167,40,39,27,73,0,55,55,50,36,67,27,37,0
2020-03-29,33,57,29,8,64,0,43,50,39,28,67,19,39,0
2020-03-28,50,40,41,15,81,0,59,56,43,30,33,18,54,0
2020-03-27,50,54,41,24,76,0,67,50,51,34,0,27,57,200
2020-03-26,133,32,44,20,78,0,55,52,49,47,100,22,52,0
2020-03-25,83,39,44,35,88,0,70,69,50,51,33,27,55,0
2020-03-24,217,24,44,27,61,0,71,68,46,38,33,27,52,0
2020-03-23,150,32,41,24,84,0,57,54,41,31,33,36,36,0
2020-03-22,17,39,30,10,60,0,58,36,37,27,0,19,37,0
2020-03-21,100,40,33,17,76,0,48,61,34,29,33,34,47,0
2020-03-20,50,56,47,26,90,0,54,68,50,45,0,36,58,0
2020-03-19,150,46,60,32,103,0,65,82,48,51,100,56,64,0
2020-03-18,67,53,67,32,87,0,53,72,50,55,0,44,67,0
2020-03-17,100,43,63,51,107,0,98,87,68,61,0,75,75,400
2020-03-16,100,58,81,47,145,0,95,106,80,73,100,118,64,0
2020-03-15,67,96,67,26,136,0,90,85,68,74,0,44,76,0
2020-03-14,117,107,85,67,143,0,67,105,86,78,100,37,89,0
2020-03-13,133,126,107,82,190,0,115,133,109,97,167,114,110,0
2020-03-12,100,99,107,85,125,0,136,101,112,104,67,126,108,0
2020-03-11,100,86,105,106,110,0,122,112,116,102,167,138,105,200
2020-03-10,100,76,94,96,112,0,121,108,109,99,0,123,102,0
2020-03-09,83,68,106,91,104,0,112,80,110,95,67,115,69,0
2020-03-08,50,122,89,66,133,0,101,98,100,96,67,47,87,0
2020-03-07,83,144,112,79,134,0,105,103,113,92,133,92,108,0
2020-03-06,167,122,126,96,91,0,126,107,131,127,100,125,113,100
2020-03-05,117,83,109,88,104,0,107,89,109,113,67,138,98,0
2020-03-04,83,104,116,112,104,0,122,125,120,117,167,118,105,100
2020-03-03,117,67,113,104,104,0,119,114,110,109,267,126,104,100
2020-03-02,100,74,114,102,125,0,90,114,112,103,33,70,69,0
2020-03-01,67,135,90,56,112,0,101,94,104,95,200,59,87,0
2020-02-29,117,128,118,78,140,0,90,95,111,104,167,89,114,0
2020-02-28,83,121,126,125,130,0,106,96,130,131,200,99,114,0
2020-02-27,150,99,103,106,88,0,119,105,111,118,167,114,106,0
2020-02-26,117,103,99,121,82,0,87,105,110,92,100,116,102,200
2020-02-25,200,79,112,110,99,0,123,130,113,99,67,140,103,0
2020-02-24,100,92,100,103,137,0,117,99,119,107,133,114,75,0
2020-02-23,50,117,89,59,103,0,94,100,103,101,0,60,92,0
2020-02-22,150,158,112,81,127,0,86,86,119,120,100,84,109,0
2020-02-21,83,118,118,112,113,0,123,98,132,129,67,95,116,100
2020-02-20,117,78,101,85,104,0,117,111,118,113,67,122,107,100
2020-02-19,67,97,108,120,106,0,103,98,114,112,0,118,106,0
2020-02-18,133,58,100,100,107,0,102,108,111,111,67,119,98,0
2020-02-17,117,68,85,91,104,0,60,97,103,98,200,48,62,0
2020-02-16,50,115,77,51,93,0,61,76,88,93,0,40,82,0
2020-02-15,67,139,99,67,103,0,71,92,105,92,300,79,100,0
2020-02-14,117,106,107,90,116,0,114,108,115,113,67,96,106,0
2020-02-13,100,76,99,99,118,0,111,108,116,108,67,92,101,0
2020-02-12,83,90,99,96,79,0,110,117,115,108,167,66,103,100
