Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Mass Merch,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
Timestamp Date,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index,Index
2020-02-20,100,68,108,103,90,96,120,107,97,98,130,103,151
2020-02-19,0,107,97,113,82,162,81,89,106,61,126,108,153
2020-02-18,200,89,103,108,80,199,101,109,98,88,120,108,140
2020-02-17,0,39,76,114,101,137,88,94,82,66,72,88,98
2020-02-16,0,132,75,77,99,167,77,89,64,117,69,95,6
2020-02-15,0,143,85,95,114,156,86,102,74,122,82,92,3
2020-02-14,100,96,106,91,132,195,126,97,94,105,120,107,141
2020-02-13,400,93,104,69,120,139,142,105,98,80,118,111,152
2020-02-12,0,89,95,98,106,139,116,113,103,98,124,113,137
2020-02-11,200,96,105,107,99,161,85,98,91,110,129,111,140
2020-02-10,100,121,93,109,101,141,99,94,103,76,121,98,131
2020-02-09,0,71,81,70,110,131,70,81,83,95,57,82,5
2020-02-08,0,143,101,101,116,77,70,93,102,137,80,99,1
2020-02-07,100,132,113,117,118,84,112,113,111,122,99,114,147
2020-02-06,0,136,96,112,90,91,95,112,106,90,116,106,143
2020-02-05,200,61,110,135,112,99,109,111,113,73,122,108,166
2020-02-04,200,50,93,113,117,87,107,108,111,98,121,108,147
2020-02-03,0,61,101,111,110,85,107,100,98,80,112,103,150
2020-02-02,0,107,85,86,120,63,107,93,74,90,59,98,0
2020-02-01,0,93,109,92,126,76,93,98,98,166,88,102,3
2020-01-31,0,154,115,95,112,91,108,128,117,124,117,121,154
2020-01-30,100,118,96,97,105,78,111,107,111,80,121,105,141
2020-01-29,100,100,106,141,90,104,88,110,102,122,122,108,147
2020-01-28,100,50,104,110,92,102,65,102,86,90,125,105,136
2020-01-27,300,75,98,122,94,104,112,99,95,78,122,97,136
2020-01-26,0,114,71,71,84,54,84,80,69,61,69,74,2
2020-01-25,200,89,97,82,88,67,104,79,98,98,78,86,2
2020-01-24,0,82,97,104,95,96,111,103,110,105,106,109,127
2020-01-23,100,89,90,105,75,94,100,84,102,68,125,88,116
2020-01-22,0,75,96,100,82,111,89,97,104,76,133,91,99
2020-01-21,100,136,97,122,79,179,93,90,115,49,127,85,147
2020-01-20,100,43,78,99,82,76,69,72,74,59,71,66,61
2020-01-19,0,100,77,54,80,70,77,69,78,59,67,62,1
2020-01-18,0,82,100,71,93,74,96,91,81,124,71,81,1
2020-01-17,100,61,109,142,97,119,105,97,113,105,129,99,118
2020-01-16,0,68,107,120,89,81,97,98,110,76,129,100,124
2020-01-15,100,107,113,133,93,116,97,94,101,85,126,100,150
2020-01-14,0,64,101,115,84,107,169,98,119,83,116,91,121
2020-01-13,100,61,101,113,81,119,81,94,103,85,121,97,127
2020-01-12,0,82,66,50,90,96,73,60,58,71,53,63,1
2020-01-11,0,143,91,67,99,95,86,67,61,105,67,72,4
2020-01-10,0,104,107,97,94,130,112,96,103,100,105,107,140
2020-01-09,0,86,100,105,87,96,91,83,103,85,108,89,108
2020-01-08,100,64,89,113,84,95,89,86,96,90,104,82,111
2020-01-07,100,93,103,138,80,106,115,95,96,83,85,99,114
2020-01-06,300,64,93,123,88,105,99,99,122,83,85,99,133
2020-01-05,0,157,77,79,98,67,77,86,81,95,58,86,0
2020-01-04,0,121,100,95,97,70,92,110,114,107,65,87,3
2020-01-03,100,121,108,88,102,115,139,117,139,122,83,109,147
2020-01-02,300,79,95,103,98,104,111,103,111,105,84,95,120
2020-01-01,0,82,72,67,86,87,69,74,74,83,54,69,61
2019-12-31,0,104,120,73,108,99,115,110,96,98,81,108,123
2019-12-30,100,114,91,88,92,78,99,83,89,110,73,82,87
