short_date,zipcode,crash_count
2019-09-26,60623,8
2020-06-13,60629,8
2019-07-13,60623,8
2020-12-31,60615,8
2019-07-13,60622,8
2020-06-13,60651,8
2019-09-26,60628,8
2020-12-31,60624,8
2019-06-14,60628,8
2019-03-11,60644,8
2019-03-25,60608,8
2021-01-05,60637,8
2020-06-21,60649,8
2020-08-03,60637,8
2019-10-03,60638,8
2019-10-03,60634,8
2019-10-03,60630,8
2019-10-03,60622,8
2019-07-01,60649,8
2019-10-03,60617,8
2020-07-26,60628,8
2020-06-01,60629,8
2019-03-14,60617,8
2020-08-18,60618,8
2019-04-06,60605,8
2020-08-18,60632,8
2019-08-29,60609,8
2020-05-19,60624,8
2020-05-19,60629,8
2020-12-19,60632,8
2019-10-21,60609,8
2020-08-18,60621,8
2019-07-08,60612,8
2019-10-21,60607,8
2020-08-18,60617,8
2020-06-30,60644,8
2021-01-10,60620,8
2019-10-21,60601,8
2019-10-20,60644,8
2019-01-26,60607,8
2021-02-23,60608,8
2020-05-20,60609,8
2020-12-19,60647,8
2019-04-05,60629,8
2020-12-19,60651,8
2019-01-26,60605,8
2019-04-06,60607,8
2019-10-21,60628,8
2020-08-18,60638,8
2019-10-21,60639,8
2019-01-18,60641,8
2019-07-08,60601,8
2020-08-19,60618,8
2019-06-09,60612,8
2020-05-17,60649,8
2019-10-22,60614,8
2020-08-19,60607,8
2020-12-19,60608,8
2019-04-06,60618,8
2020-12-19,60609,8
2020-07-01,60634,8
2019-09-19,60630,8
2019-09-19,60637,8
2019-10-21,60647,8
2019-01-26,60614,8
2019-04-06,60613,8
2019-10-21,60641,8
2020-07-23,60619,8
2020-07-23,60621,8
2020-12-19,60619,8
2019-06-21,60629,8
2019-03-07,60651,8
2019-10-20,60632,8
2019-10-20,60628,8
2019-07-08,60617,8
2020-07-23,60637,8
2020-05-22,60628,8
2020-08-17,60607,8
2019-03-22,60608,8
2021-02-23,60626,8
2019-07-08,60619,8
2019-03-22,60611,8
2019-07-19,60614,8
2019-09-06,60618,8
2020-08-16,60649,8
2020-08-16,60647,8
2020-07-23,60643,8
2020-12-20,60639,8
2020-05-23,60619,8
2021-02-23,60636,8
2019-10-19,60605,8
2019-06-09,60654,8
2019-03-08,60615,8
2021-02-23,60639,8
2020-05-23,60634,8
2019-01-15,60619,8
2020-12-20,60624,8
2020-05-22,60619,8
2019-04-05,60623,8
2019-10-19,60637,8
2019-10-20,60620,8
2020-05-20,60651,8
2020-08-17,60644,8
2019-10-20,60619,8
2019-10-20,60617,8
2020-12-20,60609,8
2019-06-15,60657,8
2019-10-20,60609,8
2020-07-01,60612,8
2019-09-19,60657,8
2019-01-05,60611,8
2020-05-21,60623,8
2020-05-21,60629,8
2020-08-17,60623,8
2020-12-20,60618,8
2019-06-15,60654,8
2019-10-19,60644,8
2020-08-17,60619,8
2020-05-21,60644,8
2019-04-04,60659,8
2020-05-21,60651,8
2019-07-20,60607,8
2020-12-18,60649,8
2019-07-20,60609,8
2019-03-21,60618,8
2020-05-12,60628,8
2021-01-11,60620,8
2019-07-07,60644,8
2019-04-08,60634,8
2020-12-17,60609,8
2019-04-08,60630,8
2019-04-08,60625,8
2020-08-21,60625,8
2021-02-22,60623,8
2019-09-18,60634,8
2019-07-20,60624,8
2020-05-13,60617,8
2021-01-11,60608,8
2020-07-02,60636,8
2021-02-22,60629,8
2019-01-26,60657,8
2020-12-17,60628,8
2020-12-17,60629,8
2020-05-13,60659,8
2019-03-07,60610,8
2019-01-26,60653,8
2019-10-25,60611,8
2019-10-25,60612,8
2020-12-17,60636,8
2019-06-08,60625,8
2019-03-21,60612,8
2019-07-20,60641,8
2019-01-05,60623,8
2020-07-03,60609,8
2019-09-18,60622,8
2019-04-09,60620,8
2019-10-25,60643,8
2019-08-28,60611,8
2019-06-08,60624,8
2019-03-06,60643,8
2019-10-25,60630,8
2019-01-27,60614,8
2020-05-11,60644,8
2021-03-04,60617,8
2019-04-08,60653,8
2019-08-28,60624,8
2019-03-15,60628,8
2021-02-22,60617,8
2019-07-20,60634,8
2019-10-25,60615,8
2019-01-27,60612,8
2020-05-14,60612,8
2019-09-18,60646,8
2020-07-01,60643,8
2019-03-21,60629,8
2019-07-20,60613,8
2019-10-22,60641,8
2019-03-07,60629,8
2019-03-21,60634,8
2019-08-28,60647,8
2019-04-07,60608,8
2020-05-16,60651,8
2019-09-19,60620,8
2019-04-06,60651,8
2019-03-21,60647,8
2020-05-17,60609,8
2021-02-22,60647,8
2019-06-21,60634,8
2020-12-18,60641,8
2020-05-17,60624,8
2019-09-06,60620,8
2019-01-02,60623,8
2020-08-19,60630,8
2019-09-19,60623,8
2020-12-18,60643,8
2019-03-15,60611,8
2020-05-16,60619,8
2020-05-16,60617,8
2020-05-14,60623,8
2019-04-07,60616,8
2019-10-24,60612,8
2020-07-02,60629,8
2020-07-22,60629,8
2019-01-02,60620,8
2019-09-18,60659,8
2021-03-04,60612,8
2019-10-23,60647,8
2019-07-11,60653,8
2020-07-02,60618,8
2019-01-26,60643,8
2019-10-23,60634,8
2019-01-18,60632,8
2020-05-15,60629,8
2020-05-15,60634,8
2019-09-06,60623,8
2019-10-23,60619,8
2020-12-18,60617,8
2019-10-23,60614,8
2019-10-23,60612,8
2020-12-18,60624,8
2019-04-07,60619,8
2019-06-10,,8
2019-09-20,60619,8
2020-07-26,60623,8
2019-08-30,60625,8
2019-04-02,60617,8
2019-01-19,60618,8
2019-03-09,60619,8
2020-08-12,60651,8
2021-02-24,60660,8
2020-06-28,60644,8
2019-01-15,60608,8
2019-06-30,60625,8
2020-05-29,60623,8
2019-10-14,60620,8
2020-06-28,60636,8
2020-08-16,60623,8
2019-04-02,60609,8
2019-10-14,60616,8
2020-07-25,60609,8
2020-06-28,60634,8
2019-07-08,60654,8
2019-07-09,60601,8
2019-09-21,60652,8
2019-09-21,60654,8
2020-07-25,60617,8
2019-07-17,60607,8
2019-10-14,60623,8
2019-01-19,60617,8
2019-04-02,60623,8
2020-05-28,60651,8
2019-04-02,60649,8
2019-08-30,60612,8
2019-09-06,60605,8
2019-04-02,60643,8
2019-09-21,60636,8
2019-10-15,60616,8
2020-06-29,60619,8
2020-12-23,60617,8
2019-03-22,60647,8
2019-10-14,60647,8
2020-05-28,60617,8
2020-06-29,60612,8
2020-05-28,60629,8
2019-06-19,60630,8
2019-09-21,60641,8
2019-10-14,60638,8
2019-10-14,60630,8
2020-05-28,60634,8
2020-05-28,60644,8
2019-04-02,60624,8
2019-09-21,60643,8
2020-05-30,60609,8
2019-06-30,60628,8
2020-12-23,60651,8
2020-12-24,60629,8
2019-06-15,60624,8
2019-10-12,60641,8
2019-01-04,60629,8
2020-12-24,60636,8
2020-12-24,60641,8
2020-06-27,60624,8
2020-05-31,60653,8
2019-07-09,60644,8
2020-07-26,60608,8
2019-04-01,60617,8
2019-07-16,60628,8
2019-10-12,60611,8
2020-08-11,60620,8
2021-01-08,60609,8
2021-01-23,60651,8
2019-09-22,60654,8
2020-07-26,60619,8
2019-01-24,60619,8
2020-08-11,60617,8
2019-03-14,60618,8
2019-10-12,60610,8
2019-10-12,60642,8
2019-04-01,60628,8
2019-09-22,60612,8
2019-07-09,60630,8
2021-03-03,60617,8
2019-10-13,60636,8
2019-07-16,60653,8
2019-03-14,60629,8
2019-10-13,60623,8
2021-01-08,60637,8
2019-03-23,60617,8
2019-09-22,60624,8
2019-03-09,60624,8
2019-04-01,60639,8
2019-04-01,60634,8
2021-02-25,60618,8
2021-02-25,60619,8
2020-06-27,60653,8
2019-08-30,60642,8
2020-06-27,60632,8
2019-01-19,60632,8
2019-09-05,60641,8
2019-07-16,60640,8
2020-08-11,60645,8
2019-07-16,60639,8
2019-01-15,60609,8
2020-05-27,60643,8
2019-01-24,60659,8
2019-10-18,60607,8
2020-05-24,60624,8
2019-04-04,60609,8
2019-06-10,60608,8
2019-07-18,60630,8
2019-06-19,60628,8
2019-07-18,60629,8
2020-12-21,60629,8
2020-08-15,60628,8
2019-08-29,60642,8
2020-05-24,60639,8
2019-06-10,60615,8
2019-10-17,60638,8
2019-07-08,60629,8
2021-01-09,60632,8
2019-09-21,60607,8
2020-06-29,60657,8
2019-06-10,60618,8
2019-10-17,60621,8
2020-08-15,60614,8
2019-10-17,60620,8
2019-10-17,60619,8
2019-06-10,60607,8
2021-01-09,60637,8
2019-06-21,60623,8
2020-08-15,60647,8
2019-01-18,60660,8
2020-08-16,60620,8
2019-04-04,60629,8
2019-03-22,60618,8
2019-01-25,60637,8
2021-02-23,60649,8
2019-10-18,60634,8
2019-06-30,60614,8
2019-07-18,60657,8
2019-04-04,60620,8
2019-07-08,60624,8
2019-04-04,60618,8
2019-07-18,60639,8
2019-01-15,60617,8
2019-03-08,60629,8
2019-10-18,60622,8
2019-04-04,60612,8
2020-07-24,60608,8
2019-10-18,60616,8
2020-05-24,60618,8
2019-06-15,60647,8
2019-09-21,60608,8
2019-01-25,60621,8
2019-10-15,60641,8
2020-06-29,60639,8
2019-06-10,60630,8
2019-10-16,60630,8
2020-12-22,60629,8
2019-03-08,60644,8
2019-07-08,60637,8
2019-07-17,60640,8
2019-09-21,60623,8
2019-06-30,60623,8
2020-05-26,60630,8
2019-06-21,60619,8
2019-06-15,60640,8
2020-05-26,60636,8
2019-07-17,60630,8
2019-04-03,60608,8
2020-07-24,60643,8
2019-06-10,60634,8
2020-05-26,60651,8
2019-06-10,60643,8
2019-04-03,60607,8
2020-05-27,60609,8
2020-12-22,60647,8
2020-07-24,60637,8
2019-10-16,60642,8
2019-09-21,60610,8
2020-06-29,60641,8
2019-03-08,60639,8
2019-03-14,60647,8
2019-04-03,60637,8
2019-08-29,60652,8
2019-10-17,60607,8
2019-04-03,60634,8
2020-08-14,60647,8
2019-07-08,60632,8
2019-01-25,60617,8
2021-02-24,60624,8
2019-04-03,60628,8
2019-01-25,60616,8
2019-06-30,60621,8
2019-04-03,60624,8
2020-08-14,60637,8
2021-02-24,60629,8
2020-08-14,60634,8
2019-09-21,60614,8
2020-08-14,60630,8
2019-04-03,60619,8
2020-08-14,60625,8
2019-01-06,60620,8
2021-02-09,60618,8
2019-12-03,60614,8
2019-12-22,60652,8
2019-02-08,60634,8
2020-01-22,60618,8
2020-02-15,60637,8
2020-02-15,60636,8
2019-12-31,60617,8
2020-11-20,60649,8
2020-11-01,60639,8
2019-05-06,60659,8
2019-05-30,60636,8
2020-01-22,60601,8
2020-11-01,60638,8
2020-03-01,60617,8
2020-02-15,60628,8
2020-02-15,60624,8
2020-02-03,60616,8
2020-09-23,60608,8
2020-11-20,60642,8
2019-05-16,60654,8
2019-02-22,60634,8
2019-02-22,60637,8
2020-02-29,60630,8
2019-08-05,60619,8
2019-05-10,60651,8
2021-02-05,60616,8
2020-09-23,60639,8
2019-05-30,60622,8
2020-11-01,60649,8
2020-09-23,60636,8
2019-02-25,60613,8
2020-01-22,60634,8
2019-12-01,60634,8
2020-11-01,60647,8
2019-12-01,60628,8
2021-02-05,60617,8
2019-05-25,60611,8
2021-02-04,60621,8
2019-02-25,60617,8
2020-02-02,60659,8
2020-10-18,60647,8
2020-01-21,60622,8
2020-02-03,60628,8
2020-09-22,60638,8
2020-10-18,60644,8
2020-03-02,60615,8
2020-03-02,60617,8
2020-10-11,60628,8
2020-11-21,60618,8
2019-02-06,60607,8
2020-09-22,60632,8
2020-02-14,60660,8
2020-11-13,60618,8
2019-08-18,60617,8
2019-12-22,60630,8
2019-12-31,60651,8
2020-10-11,60624,8
2019-11-30,60630,8
2021-02-12,60617,8
2019-05-10,60657,8
2020-09-22,60643,8
2020-11-01,60621,8
2020-02-15,60619,8
2019-05-30,60638,8
2020-01-21,60636,8
2019-12-31,60636,8
2020-03-01,60641,8
2019-11-30,60643,8
2019-05-06,60651,8
2019-05-22,60646,8
2020-02-03,60620,8
2019-12-12,60651,8
2019-12-12,60659,8
2019-02-25,60624,8
2019-11-30,60634,8
2019-08-18,60614,8
2021-02-14,60651,8
2020-11-20,60621,8
2019-12-22,60629,8
2020-09-24,60636,8
2020-11-06,60643,8
2019-12-03,60619,8
2019-05-16,60630,8
2020-02-28,60619,8
2019-06-25,60608,8
2019-05-16,60632,8
2019-05-16,60636,8
2020-09-24,60634,8
2019-12-02,60651,8
2019-02-06,60632,8
2020-11-02,60628,8
2021-02-14,60630,8
2020-01-23,60644,8
2019-05-25,60608,8
2020-11-19,60644,8
2019-06-26,60624,8
2019-05-07,60623,8
2020-02-28,60614,8
2019-12-03,60624,8
2019-02-19,60639,8
2020-02-27,60651,8
2019-12-23,60608,8
2020-11-19,60629,8
2019-08-01,60649,8
2019-12-03,60636,8
2020-02-16,60641,8
2020-11-02,60632,8
2021-02-08,60646,8
2020-02-02,60628,8
2021-02-14,60628,8
2019-05-07,60628,8
2019-08-06,60649,8
2019-02-12,60619,8
2019-02-22,60640,8
2020-02-28,60609,8
2019-02-06,60630,8
2021-02-05,60612,8
2020-11-13,60647,8
2019-02-08,60630,8
2020-02-28,60654,8
2020-02-28,60657,8
2019-02-12,60629,8
2019-08-05,60624,8
2019-12-30,60647,8
2021-02-12,60630,8
2019-02-12,60634,8
2020-02-16,60608,8
2020-11-02,60624,8
2020-02-29,60612,8
2019-05-22,60657,8
2019-02-08,60631,8
2019-05-13,60638,8
2020-10-02,60647,8
2019-08-17,60642,8
2019-02-17,60644,8
2019-12-02,60619,8
2020-09-24,60609,8
2019-12-12,60617,8
2020-02-28,60651,8
2019-02-08,60623,8
2019-08-07,60601,8
2020-10-17,60625,8
2020-11-02,60619,8
2019-01-10,60639,8
2020-09-24,60623,8
2020-09-24,60621,8
2019-07-29,60651,8
2020-01-23,60630,8
2020-11-02,60617,8
2019-05-22,60659,8
2020-11-14,60608,8
2019-08-15,60629,8
2019-08-05,60628,8
2020-09-24,60612,8
2020-03-02,60623,8
2019-11-30,60609,8
2019-12-22,60615,8
2019-05-13,60609,8
2020-09-20,60639,8
2019-02-08,60647,8
2020-02-14,60634,8
2020-09-20,60637,8
2020-03-05,60629,8
2019-05-31,60636,8
2019-05-13,60611,8
2020-02-20,60616,8
2020-09-20,60624,8
2019-02-10,60651,8
2019-02-05,60624,8
2020-10-04,60611,8
2020-10-04,60612,8
2020-10-20,60605,8
2019-01-11,60619,8
2019-05-31,60640,8
2019-05-13,60614,8
2020-11-12,60647,8
2020-11-22,60651,8
2020-03-05,60623,8
2019-05-06,60607,8
2019-05-17,60629,8
2020-10-31,60616,8
2019-06-24,60639,8
2019-02-17,60608,8
2020-03-04,60647,8
2019-11-28,60632,8
2020-02-03,60651,8
2020-03-04,60651,8
2020-11-07,60607,8
2019-05-17,60637,8
2019-08-10,60623,8
2019-12-13,60638,8
2020-01-01,60639,8
2020-11-12,60649,8
2020-01-18,60626,8
2020-01-18,60623,8
2020-03-04,60625,8
2019-08-10,60616,8
2019-02-20,60608,8
2019-12-14,60621,8
2020-01-18,60612,8
2019-02-22,60605,8
2021-02-11,60639,8
2021-01-31,60621,8
2020-02-04,60620,8
2020-01-17,60659,8
2020-03-05,60639,8
2019-08-03,60605,8
2020-01-02,60617,8
2019-02-05,60617,8
2020-02-04,60632,8
2020-10-04,60641,8
2020-01-17,60651,8
2019-08-07,60634,8
2021-02-08,60609,8
2019-11-27,60639,8
2021-02-10,60609,8
2019-12-14,60619,8
2020-03-05,60641,8
2019-05-17,60655,8
2019-12-22,60617,8
2020-11-12,60624,8
2019-05-22,60625,8
2019-08-18,60639,8
2019-08-14,60644,8
2020-03-05,60651,8
2020-01-18,60619,8
2019-11-27,60651,8
2020-02-04,60612,8
2019-08-02,60649,8
2020-10-20,60617,8
2020-11-23,60619,8
2019-12-14,60614,8
2019-11-28,60639,8
2020-11-22,60637,8
2019-11-30,60607,8
2019-08-18,60621,8
2020-10-19,60609,8
2020-01-01,60609,8
2020-03-03,60611,8
2020-01-01,60610,8
2020-03-03,60612,8
2020-01-01,60614,8
2020-10-19,60614,8
2019-02-17,60616,8
2020-09-21,60644,8
2020-01-20,60644,8
2019-05-06,60623,8
2020-10-11,60620,8
2019-05-17,60616,8
2019-05-27,60629,8
2020-10-19,60621,8
2019-11-29,60614,8
2021-02-05,60624,8
2020-10-31,60649,8
2019-12-13,60614,8
2019-02-25,60636,8
2020-01-21,60609,8
2021-02-05,60623,8
2020-01-21,60607,8
2020-11-21,60644,8
2019-05-30,60657,8
2019-05-06,60628,8
2019-05-17,60607,8
2019-07-29,60607,8
2019-05-22,60640,8
2019-12-13,60610,8
2020-10-31,60651,8
2019-05-06,60625,8
2021-02-15,60607,8
2019-11-29,60651,8
2019-02-25,60634,8
2020-01-01,60619,8
2020-09-21,60643,8
2020-02-14,60642,8
2020-11-22,60632,8
2019-05-31,60617,8
2019-06-28,60607,8
2020-01-20,60624,8
2021-02-15,60615,8
2019-11-28,60644,8
2020-09-21,60614,8
2020-03-04,60616,8
2021-02-15,60619,8
2020-11-22,60611,8
2019-05-25,60616,8
2021-02-05,60639,8
2021-02-08,60614,8
2020-09-21,60608,8
2020-02-03,60644,8
2020-11-22,60636,8
2019-02-08,60641,8
2020-09-21,60624,8
2019-08-05,60611,8
2020-01-01,60632,8
2019-05-31,60614,8
2020-01-20,60634,8
2019-11-29,60611,8
2020-09-21,60639,8
2019-05-31,60611,8
2020-10-11,60618,8
2021-02-12,60608,8
2020-03-03,60644,8
2019-05-31,60612,8
2019-08-10,60628,8
2020-11-22,60616,8
2020-01-20,60630,8
2019-05-06,60612,8
2021-02-02,60641,8
2019-12-13,60618,8
2020-09-21,60629,8
2020-02-16,60647,8
2019-12-03,60641,8
2020-02-27,60641,8
2020-09-28,60619,8
2019-12-08,60618,8
2020-09-28,60628,8
2020-09-30,60644,8
2019-12-26,60628,8
2019-05-28,60637,8
2020-09-28,60624,8
2021-02-13,60636,8
2019-12-26,60629,8
2019-12-24,60619,8
2020-02-22,60639,8
2019-12-10,60628,8
2021-02-01,60641,8
2020-11-05,60639,8
2019-02-07,60628,8
2020-01-28,60611,8
2019-05-09,60611,8
2019-07-31,60629,8
2019-02-23,60654,8
2019-06-18,60654,8
2019-08-16,60647,8
2020-02-22,60616,8
2019-02-19,60614,8
2019-12-10,60624,8
2020-09-28,60644,8
2021-02-13,60628,8
2020-10-14,60651,8
2019-02-07,60637,8
2020-01-31,60614,8
2020-09-28,60639,8
2020-11-16,60644,8
2020-02-19,60621,8
2020-09-28,60637,8
2019-12-08,60624,8
2020-09-28,60634,8
2019-02-18,60649,8
2019-12-24,60623,8
2020-02-22,60657,8
2020-02-19,60629,8
2019-05-08,60640,8
2020-09-27,60647,8
2021-02-13,60643,8
2019-12-07,60622,8
2019-08-01,60632,8
2019-08-06,60613,8
2019-12-07,60620,8
2020-02-24,60605,8
2020-11-17,60624,8
2019-02-18,60639,8
2020-02-24,60608,8
2020-02-18,60651,8
2019-05-08,60637,8
2020-02-24,60620,8
2019-12-24,60616,8
2020-02-24,60625,8
2019-12-24,60612,8
2019-05-10,60613,8
2020-01-31,60629,8
2019-08-11,60619,8
2020-02-23,60632,8
2019-12-10,60636,8
2019-02-23,60611,8
2019-12-26,60638,8
2019-07-31,60622,8
2019-01-10,60643,8
2019-05-15,60632,8
2019-02-23,60660,8
2019-05-09,60607,8
2019-12-26,60652,8
2019-02-07,60623,8
2020-02-23,60618,8
2019-12-07,60630,8
2019-08-01,60630,8
2019-12-07,60628,8
2020-11-15,60611,8
2020-11-05,60636,8
2019-05-15,60615,8
2020-11-19,60624,8
2020-11-16,60609,8
2020-11-05,60617,8
2020-02-21,60607,8
2020-02-20,60609,8
2019-12-09,60616,8
2019-12-09,60612,8
2019-12-25,60632,8
2020-10-14,60612,8
2019-12-24,60647,8
2019-05-14,60652,8
2019-08-01,60601,8
2019-08-16,60623,8
2019-06-27,60638,8
2020-01-29,60647,8
2020-01-29,60644,8
2019-01-10,60644,8
2019-12-24,60636,8
2021-02-09,60628,8
2019-02-07,60652,8
2020-01-30,60618,8
2020-01-30,60620,8
2020-11-15,60649,8
2020-02-20,60630,8
2019-05-24,60644,8
2020-01-30,60640,8
2020-01-30,60636,8
2019-02-23,60628,8
2019-08-01,60611,8
2019-05-24,60637,8
2019-08-16,60621,8
2019-05-24,60634,8
2019-02-23,60618,8
2019-12-25,60628,8
2019-02-11,60625,8
2019-06-27,60637,8
2019-05-24,60629,8
2020-09-29,60623,8
2019-07-31,60657,8
2020-02-22,60609,8
2019-05-24,60617,8
2019-08-16,60614,8
2019-12-10,60608,8
2020-02-19,60651,8
2020-02-19,60647,8
2020-11-04,60644,8
2020-11-16,60637,8
2019-05-09,60618,8
2020-02-22,60605,8
2019-07-31,60654,8
2019-12-10,60616,8
2019-05-09,60617,8
2020-02-19,60641,8
2019-07-31,60642,8
2019-07-31,60640,8
2019-02-23,60649,8
2019-08-01,60624,8
2019-12-08,60647,8
2019-05-09,60624,8
2019-05-10,60605,8
2020-11-16,60629,8
2021-02-02,60608,8
2020-01-29,60620,8
2021-02-01,60659,8
2019-12-25,60641,8
2020-01-29,60612,8
2021-02-13,60616,8
2020-10-13,60637,8
2019-08-11,60624,8
2019-02-11,60619,8
2020-09-30,60618,8
2019-12-24,60629,8
2020-09-29,60609,8
2020-01-31,60610,8
2019-05-15,60611,8
2020-11-04,60651,8
2020-10-15,60624,8
2019-08-05,60642,8
2020-01-27,60609,8
2020-01-24,60660,8
2019-05-29,60620,8
2020-11-18,60647,8
2019-05-16,60617,8
2020-10-01,60652,8
2020-11-03,60619,8
2019-02-22,60647,8
2019-12-23,60628,8
2019-05-29,60634,8
2020-02-26,60651,8
2019-08-06,60641,8
2019-12-11,60641,8
2019-05-16,60624,8
2020-02-26,60643,8
2019-12-04,60644,8
2020-10-12,60625,8
2019-07-30,60613,8
2020-02-17,60637,8
2019-02-24,60639,8
2020-02-01,60628,8
2019-02-24,60638,8
2020-02-26,60607,8
2019-12-05,60625,8
2019-05-23,60632,8
2020-01-25,60619,8
2020-02-26,60612,8
2020-02-26,60614,8
2019-12-05,60616,8
2020-02-17,60638,8
2019-07-30,60629,8
2019-12-28,60644,8
2020-10-16,60620,8
2021-02-12,60641,8
2020-11-03,60623,8
2020-02-26,60624,8
2019-01-07,60643,8
2020-01-24,60644,8
2021-02-14,60617,8
2021-02-13,60649,8
2020-11-02,60639,8
2021-02-12,60639,8
2019-05-23,60607,8
2020-02-01,60657,8
2021-02-14,60621,8
2020-10-12,60609,8
2019-12-30,60605,8
2019-08-17,60636,8
2019-05-07,60644,8
2020-02-26,60654,8
2020-10-02,60612,8
2020-11-19,60620,8
2020-09-25,60612,8
2020-11-19,60622,8
2020-09-25,60609,8
2019-05-27,60647,8
2020-02-27,60637,8
2020-02-27,60612,8
2020-11-02,60644,8
2019-05-10,60640,8
2020-11-06,60634,8
2020-11-14,60624,8
2019-05-23,60616,8
2019-12-23,60623,8
2020-01-24,60637,8
2019-12-23,60618,8
2019-02-12,60610,8
2019-02-06,60644,8
2019-05-07,60652,8
2020-02-17,60612,8
2019-12-04,60630,8
2019-05-07,60651,8
2019-02-06,60642,8
2021-02-09,60651,8
2020-02-27,60608,8
2019-02-18,60609,8
2020-01-25,60623,8
2020-10-01,60645,8
2020-11-18,60624,8
2021-02-12,60649,8
2020-10-01,60616,8
2019-05-14,60616,8
2020-10-15,60643,8
2019-08-06,60619,8
2019-12-27,60637,8
2019-02-07,60608,8
2019-08-11,60616,8
2019-02-08,60612,8
2021-02-01,60621,8
2019-08-06,60624,8
2019-02-18,60624,8
2019-12-06,60607,8
2019-08-06,60625,8
2021-02-01,60624,8
2019-02-19,60629,8
2019-05-14,60611,8
2020-09-27,60609,8
2019-12-06,60634,8
2019-08-17,60609,8
2020-10-15,60641,8
2019-05-08,60632,8
2019-05-24,60657,8
2019-02-11,60612,8
2019-02-19,60621,8
2021-02-01,60636,8
2019-12-06,60644,8
2020-01-26,60636,8
2020-02-24,60647,8
2019-08-06,60618,8
2020-01-31,60647,8
2019-12-23,60647,8
2020-02-18,60624,8
2019-12-23,60644,8
2019-05-08,60628,8
2020-01-26,60628,8
2020-02-25,60624,8
2020-01-25,60654,8
2019-05-10,60624,8
2020-10-12,60641,8
2019-12-11,60634,8
2019-05-23,60638,8
2019-12-05,60640,8
2019-06-25,60624,8
2020-01-25,60634,8
2019-06-25,60628,8
2020-02-25,60647,8
2019-12-05,60634,8
2020-02-25,60654,8
2019-08-17,60620,8
2019-06-25,60619,8
2019-12-11,60636,8
2019-06-26,60641,8
2019-12-05,60632,8
2019-07-30,60639,8
2019-02-08,60616,8
2019-12-05,60654,8
2020-02-25,60629,8
2020-09-26,60634,8
2020-11-06,60608,8
2020-02-18,60611,8
2019-12-11,60620,8
2019-08-01,60641,8
2019-07-30,60654,8
2019-05-10,60630,8
2019-08-06,60632,8
2020-02-25,60639,8
2021-02-12,60643,8
2020-02-25,60643,8
2020-02-01,60618,8
2020-02-25,60644,8
2019-12-23,60632,8
2019-12-05,60659,8
2020-09-26,60636,8
2020-03-06,60623,8
2020-11-12,60639,8
2020-11-07,60619,8
2019-11-20,60611,8
2020-01-13,60612,8
2019-02-14,60619,8
2020-09-14,60621,8
2019-05-03,60622,8
2019-02-03,60614,8
2020-10-24,60609,8
2020-11-28,60637,8
2020-10-24,60612,8
2020-02-10,60636,8
2019-08-03,60649,8
2019-08-08,60619,8
2020-02-10,60657,8
2020-10-07,60612,8
2019-11-19,60654,8
2020-03-15,60624,8
2019-11-19,60649,8
2019-11-20,60619,8
2020-11-08,60641,8
2020-09-14,60624,8
2020-01-13,60614,8
2020-01-13,60630,8
2020-03-14,60628,8
2020-01-13,60628,8
2020-03-14,60629,8
2019-05-03,60628,8
2020-09-14,60634,8
2020-01-07,60609,8
2020-02-06,60634,8
2020-03-14,60634,8
2020-10-07,60608,8
2019-08-03,60644,8
2020-01-07,60612,8
2020-09-14,60629,8
2020-01-13,60618,8
2020-01-13,60615,8
2019-08-04,60621,8
2019-08-12,60647,8
2020-03-15,60637,8
2019-05-19,60618,8
2019-08-09,60614,8
2020-10-24,60636,8
2019-05-02,60649,8
2020-03-16,60628,8
2020-01-07,60629,8
2019-11-19,60616,8
2020-03-16,60630,8
2020-01-07,60632,8
2020-10-27,60644,8
2020-01-12,60620,8
2020-03-16,60632,8
2020-03-16,60637,8
2019-05-19,60623,8
2020-01-07,60652,8
2020-10-07,60621,8
2020-10-27,60652,8
2019-02-02,60660,8
2020-10-07,60617,8
2021-02-03,60649,8
2020-10-07,60618,8
2020-10-07,60619,8
2020-01-12,60654,8
2020-10-09,60619,8
2019-08-09,60616,8
2020-09-13,60651,8
2019-07-26,60636,8
2019-02-14,60621,8
2019-08-12,60654,8
2019-08-03,60653,8
2020-01-12,60639,8
2020-01-07,60619,8
2020-03-16,60612,8
2019-11-19,60630,8
2019-08-12,60659,8
2019-01-09,60639,8
2020-09-14,60639,8
2020-03-14,60623,8
2019-02-21,60619,8
2020-11-27,60644,8
2019-06-02,60634,8
2020-10-06,60641,8
2020-02-06,60623,8
2019-11-21,60618,8
2021-02-03,60619,8
2019-05-21,60611,8
2019-12-17,60634,8
2020-03-13,60609,8
2020-09-15,60624,8
2019-08-09,60625,8
2020-09-15,60623,8
2019-02-21,60617,8
2019-08-08,60614,8
2020-11-10,60632,8
2019-05-03,60649,8
2019-11-21,60638,8
2020-03-13,60624,8
2020-10-06,60637,8
2019-02-21,60622,8
2021-01-30,60623,8
2020-01-14,60637,8
2019-05-21,60625,8
2019-08-12,60639,8
2020-01-14,60634,8
2019-05-18,60642,8
2020-01-14,60632,8
2020-01-14,60628,8
2020-01-14,60625,8
2020-01-14,60622,8
2020-02-06,60617,8
2020-02-11,60651,8
2020-10-09,60644,8
2020-11-10,60644,8
2019-11-21,60608,8
2020-01-06,60620,8
2019-05-20,60659,8
2019-01-08,60632,8
2019-02-27,60636,8
